Date,ABSA,AMAC,ARM,BAMB,BAT,BKG,BOC,BRIT,CABL,CARB,CGEN,CIC,COOP,CRWN,CTUM,DCON,DTK,EABL,EGAD,EQTY,EVRD,FTGH,GLD,HAFR,HBE,HFCK,IMH,JUB,KAPC,KCB,KEGN,KNRE,KPLC,KPLC-P4,KPLC-P7,KQ,KUKZ,KURV,LAPR,LBTY,LIMT,LKL,MSC,NBV,NCBA,NMG,NSE,OCH,PORT,SASN,SBIC,SCAN,SCBK,SCOM,SGL,SKL,SLAM,SMER,SMWF,TCL,TOTL,TPSE,UCHM,UMME,UNGA,WTK,XPRS,^N10I,^N20I,^N25I,^NASI,^NBDI,^NBSI,^ZKEQTK,^ZKEQTU
2025-05-13,16.75,51.0,5.55,56.5,370.0,33.05,80.0,6.5,1.92,19.45,21.5,2.8,14.3,35.25,11.15,0.45,71.25,178.25,13.0,47.45,0.94,1.14,3925.0,0.65,4.66,5.8,30.15,206.0,200.0,39.9,4.91,1.78,6.98,4.0,6.0,4.19,439.0,1500.0,20.0,11.4,320.0,2.64,0.27,1.89,48.8,11.3,7.28,3.79,40.0,14.0,169.75,2.67,265.25,19.05,5.5,,6.12,3.32,,1.23,21.8,15.4,0.31,15.65,19.05,215.0,3.0,1304.84,2126.84,3436.76,128.82,1142.77,,2597.06,1730.03
2025-05-14,16.95,51.0,5.55,54.0,371.5,34.5,88.0,6.14,1.95,19.3,20.15,2.82,15.05,35.25,11.1,0.45,71.0,190.75,12.6,48.1,0.95,1.18,3925.0,0.63,4.66,5.98,30.75,206.0,200.0,40.9,4.97,1.8,6.96,4.0,6.0,4.22,439.0,1500.0,20.0,11.5,320.0,2.64,0.27,1.97,49.5,12.1,7.34,3.79,40.0,13.95,169.75,2.63,264.25,19.45,5.5,,6.36,3.32,,1.26,22.55,15.1,0.33,15.65,19.05,211.75,3.0,1342.38,2154.27,3513.32,131.35,1144.05,,2659.4,1771.56
2025-05-15,17.1,51.0,5.55,54.0,372.75,34.4,88.0,6.74,1.96,19.35,21.05,2.81,15.1,35.35,11.85,0.45,72.0,192.0,12.25,48.1,0.9,1.21,3925.0,0.62,4.66,6.26,31.7,206.0,200.0,42.6,4.88,1.7,6.96,4.0,6.0,4.36,439.0,1500.0,20.0,11.5,320.0,2.64,0.27,1.84,50.75,12.65,7.42,3.63,40.0,13.95,169.75,2.51,264.0,19.9,5.9,,6.8,3.11,,1.27,22.55,14.55,0.33,15.65,19.05,212.0,2.85,1361.2,2182.6,3563.46,133.36,1146.75,,2698.0,1797.28
2025-05-16,17.1,56.0,5.55,54.0,395.25,34.5,80.0,6.62,2.04,19.3,22.0,2.69,15.5,37.0,12.0,0.45,73.0,192.0,11.35,48.6,0.88,1.22,3925.0,0.63,4.66,6.34,31.9,206.0,200.0,42.85,4.87,1.74,7.14,4.0,6.0,4.6,439.0,1500.0,20.0,11.5,320.0,2.86,0.27,1.76,51.0,12.45,7.46,3.8,40.0,13.85,169.75,2.54,270.0,19.95,5.98,,7.46,3.3,,1.27,22.9,14.3,0.31,15.65,19.3,201.0,3.0,1369.91,2195.93,3587.3,134.27,1147.25,,2721.19,1812.72
2025-05-19,17.5,56.0,5.55,54.0,394.75,34.55,80.5,6.74,2.22,19.35,22.0,2.71,16.45,40.55,12.15,0.45,77.0,188.75,11.35,48.7,0.84,1.17,3925.0,0.59,4.66,6.02,32.55,209.0,200.0,42.8,4.97,1.75,7.06,4.0,6.0,4.63,396.0,1500.0,20.0,11.5,320.0,2.64,0.27,1.81,50.25,12.3,7.44,4.01,39.0,13.95,155.0,2.56,276.25,19.95,6.02,,7.22,3.26,,1.29,23.0,14.7,0.31,15.65,21.2,215.0,3.0,1376.54,2200.81,3588.73,134.51,1149.6,,2737.66,1824.4
2025-05-20,17.6,56.0,5.55,54.0,391.25,34.8,80.5,7.1,2.12,19.4,22.0,2.77,16.45,40.25,12.1,0.45,76.5,190.0,11.35,48.9,0.85,1.16,3910.0,0.57,4.66,6.22,32.85,220.0,200.0,42.7,4.89,1.72,7.18,4.0,6.0,4.5,396.0,1500.0,20.0,10.75,320.0,2.66,0.27,1.95,51.0,11.65,7.24,3.74,39.0,13.95,153.75,2.56,273.25,19.7,6.02,,7.1,3.03,,1.27,22.8,15.45,0.31,15.65,21.2,215.0,2.99,1376.97,2201.2,3592.08,134.02,1147.5,,2730.23,1819.45
2025-05-21,17.65,56.0,5.55,54.0,395.5,34.75,80.5,7.26,2.17,19.35,21.5,2.75,16.05,40.45,12.1,0.45,76.75,192.0,12.45,48.75,0.9,1.19,3910.0,0.56,4.66,6.76,33.5,220.0,203.75,42.2,4.88,1.72,7.24,4.0,6.0,4.43,396.0,1500.0,20.0,11.7,320.0,2.85,0.27,1.95,51.0,11.85,7.38,3.85,39.0,13.95,150.75,2.76,269.5,19.85,6.02,,7.4,3.0,,1.24,22.7,15.4,0.29,15.65,20.0,208.0,2.8,1375.93,2202.88,3591.7,134.27,1147.73,,2722.46,1814.27
2025-05-22,17.65,56.0,5.55,47.2,395.75,34.75,86.5,7.2,2.07,19.3,22.0,2.72,15.85,37.35,11.6,0.45,76.25,187.5,12.45,48.5,0.92,1.19,3910.0,0.53,4.66,6.18,33.85,223.25,200.0,41.65,4.93,1.7,7.24,4.0,6.0,4.46,396.0,1500.0,20.0,11.75,320.0,2.64,0.27,1.87,52.0,11.4,7.0,3.85,39.0,14.0,151.75,2.71,270.0,19.85,6.3,,7.18,2.72,,1.23,22.55,14.55,0.29,15.65,21.2,200.25,2.85,1367.45,2190.0,3577.97,133.84,1150.09,,2704.47,1802.28
2025-05-23,17.75,56.0,5.55,47.2,399.25,35.0,86.75,7.32,2.1,19.2,21.5,2.7,15.7,37.35,11.5,0.45,76.5,189.75,12.45,48.45,0.9,1.17,3910.0,0.52,4.66,6.34,34.5,224.75,200.0,40.8,4.92,1.7,7.2,4.0,6.0,4.47,365.0,1500.0,20.0,11.8,320.0,2.68,0.27,1.95,52.0,11.45,7.14,3.85,39.0,14.0,148.75,2.61,269.25,19.9,6.3,,7.0,2.8,,1.24,23.2,15.5,0.28,15.65,21.2,200.25,3.01,1366.9,2189.83,3577.98,133.91,1148.58,,2695.42,1795.56
2025-05-26,17.9,56.0,5.55,47.2,354.0,33.5,87.5,6.98,2.01,19.1,21.35,2.71,15.55,38.0,11.45,0.45,68.75,191.5,12.0,44.0,0.88,1.17,3910.0,0.51,4.66,6.48,34.0,228.25,200.5,40.8,4.95,1.7,7.26,4.0,6.0,4.39,365.0,1500.0,20.0,11.5,320.0,2.61,0.27,1.83,53.75,11.4,7.08,3.85,36.0,13.95,151.0,2.62,268.75,19.85,5.68,,6.44,3.08,,1.21,23.35,14.15,0.28,15.65,20.05,200.75,3.3,1346.17,2161.38,3523.35,132.37,1148.6,,2695.48,1796.29
2025-05-27,17.9,56.0,5.55,47.2,349.5,35.45,87.0,7.02,1.89,19.25,21.85,2.74,15.55,37.35,11.2,0.45,70.0,185.0,12.0,43.55,0.88,1.17,3910.0,0.55,4.66,6.88,33.8,233.25,200.5,41.35,4.91,1.71,7.36,4.0,6.0,4.5,365.0,1500.0,20.0,11.45,320.0,2.83,0.27,1.83,54.25,11.4,7.22,3.7,34.7,14.0,150.75,2.63,270.0,20.0,5.68,,6.18,3.06,,1.27,23.4,15.5,0.29,15.65,20.05,201.0,3.3,1341.1,2164.88,3515.61,132.71,1148.95,,2690.79,1793.17
2025-05-28,18.0,56.0,5.55,47.2,349.25,35.0,83.75,7.0,1.72,19.3,22.0,2.72,15.5,37.35,11.6,0.45,72.0,180.0,12.0,43.55,0.9,1.21,3910.0,0.56,4.66,6.72,34.0,231.25,205.0,41.85,4.91,1.75,7.58,4.0,6.0,4.52,365.0,1500.0,20.0,11.35,320.0,2.84,0.27,1.83,54.0,11.45,7.14,3.83,32.55,14.0,151.0,2.67,270.0,20.6,6.2,,6.4,3.29,,1.22,23.1,14.3,0.3,15.65,20.05,205.25,3.01,1346.65,2174.41,3531.47,134.12,1151.82,,2707.84,1803.83
2025-05-29,18.0,56.0,5.55,47.2,347.25,35.0,90.0,6.98,1.62,19.25,22.0,2.72,15.5,38.7,11.8,0.45,72.0,183.0,12.0,43.4,0.89,1.17,3910.0,0.58,4.66,6.72,34.0,228.0,205.0,42.25,4.93,1.76,7.66,4.0,6.0,4.5,365.0,1500.0,20.0,11.15,320.0,2.84,0.27,1.9,54.25,11.45,7.36,3.83,30.0,13.65,151.0,2.66,268.75,20.65,6.2,,6.84,3.21,,1.29,23.0,14.1,0.28,15.65,22.0,205.0,3.11,1352.26,2180.26,3541.69,134.45,1151.22,,2716.87,1809.84
2025-05-30,18.3,56.0,5.55,47.2,346.75,35.0,83.5,6.7,1.49,19.5,22.0,2.71,15.5,40.0,11.8,0.45,72.0,179.5,12.0,43.05,0.86,1.18,3910.0,0.62,4.66,6.64,34.0,227.0,204.75,42.1,4.95,1.85,7.84,4.0,6.0,4.54,365.0,1500.0,20.0,11.55,320.0,2.56,0.27,1.91,54.5,11.45,6.92,3.83,28.0,13.75,152.75,2.68,268.5,20.6,6.24,,7.04,3.01,,1.22,24.35,14.1,0.26,15.65,22.0,200.5,3.11,1348.15,2183.46,3535.41,134.21,,,2707.56,1804.34
2025-06-03,18.2,56.0,5.55,47.2,346.75,35.35,80.75,6.7,1.6,19.15,20.4,2.76,15.45,41.4,11.6,0.45,72.0,174.0,12.45,42.5,0.9,1.17,3910.0,0.59,4.66,6.82,34.0,219.75,221.75,43.4,5.0,1.83,8.02,4.0,6.0,4.5,365.0,1500.0,20.0,11.1,320.0,2.56,0.27,1.95,55.0,11.05,7.5,3.49,28.2,14.0,152.5,2.66,268.25,20.45,6.14,,7.38,3.07,,1.24,23.05,14.7,0.25,15.65,22.0,205.5,2.9,1340.72,2180.68,3518.92,133.71,1155.58,,2704.33,1801.49
2025-06-04,18.1,56.0,5.55,47.2,347.75,35.75,83.5,6.98,1.76,19.05,20.5,2.71,15.45,42.6,11.4,0.45,72.0,180.0,12.45,44.05,0.88,1.17,3910.0,0.62,4.66,6.52,34.0,219.0,220.0,43.0,5.0,1.85,8.52,4.0,6.0,4.59,365.0,1500.0,20.0,10.5,320.0,2.42,0.27,1.95,54.75,11.3,7.66,3.49,29.65,14.0,152.0,2.65,268.5,20.85,5.78,,7.3,3.17,,1.19,22.4,14.1,0.23,15.65,22.85,205.5,2.9,1360.18,2193.05,3558.42,135.36,1153.05,,2737.57,1823.64
2025-06-05,18.15,56.0,5.55,47.2,347.5,36.2,84.0,6.96,1.82,19.3,22.0,2.73,15.5,43.2,11.3,0.45,72.0,179.75,12.45,44.95,0.89,1.2,3910.0,0.67,4.66,6.94,33.95,225.0,220.0,43.35,5.0,1.86,8.94,4.0,6.0,4.53,365.0,1500.0,20.0,11.4,320.0,2.42,0.27,1.89,54.75,11.4,7.86,3.29,30.5,14.85,153.0,2.78,269.0,21.05,5.78,,6.62,3.38,,1.17,23.35,14.45,0.25,15.65,22.8,205.5,2.91,1371.42,2212.08,3586.53,135.43,1155.3,,2760.24,1838.74
2025-06-09,18.3,56.0,5.55,47.2,347.5,34.0,85.5,7.02,1.81,19.75,22.0,2.86,15.45,43.95,11.45,0.45,72.0,180.0,12.45,44.35,0.88,1.18,3910.0,0.67,4.66,6.54,34.0,223.0,220.0,43.2,5.0,1.86,8.72,4.0,6.0,4.59,365.0,1500.0,20.0,10.85,320.0,2.42,0.27,1.83,54.0,11.1,7.76,3.29,32.5,15.2,155.0,2.69,268.25,21.3,5.78,,6.4,3.65,,1.16,23.95,14.05,0.25,15.65,22.0,205.0,2.92,1371.39,2203.31,3583.34,136.74,1159.89,,2760.6,1839.69
2025-06-10,18.35,56.0,5.55,47.2,348.5,32.05,85.5,7.06,1.9,20.0,20.45,2.83,15.6,43.95,11.7,0.45,72.0,186.25,12.45,44.65,0.85,1.19,3910.0,0.71,4.66,6.48,34.0,209.25,220.0,43.25,5.0,1.86,8.3,4.0,6.0,4.85,365.0,1500.0,20.0,10.55,320.0,2.66,0.27,1.84,53.75,11.15,8.02,3.6,35.35,15.3,162.5,2.57,269.0,22.6,6.14,,6.36,3.71,,1.18,23.75,14.1,0.25,15.65,22.0,205.0,2.95,1402.54,2210.04,3650.54,140.6,1159.73,,2820.41,1879.54
2025-06-11,18.5,56.0,5.55,47.2,349.0,34.9,87.0,7.34,1.9,20.15,22.0,2.71,15.95,46.55,12.05,0.45,72.0,180.5,12.45,45.45,0.85,1.2,3910.0,0.72,4.66,6.66,34.0,220.0,220.0,43.5,5.16,1.83,8.22,4.0,6.0,4.83,365.0,1500.0,20.0,10.5,320.0,2.7,0.27,1.8,54.25,11.7,8.08,3.7,36.05,15.1,163.0,2.68,269.0,23.85,6.14,,6.38,3.5,,1.17,24.55,15.5,0.26,15.65,22.0,205.75,2.95,1426.01,2235.97,3708.45,144.37,1166.2,,2868.59,1911.65
2025-06-12,18.75,56.0,5.55,47.2,348.75,34.9,88.0,7.48,1.85,20.05,21.9,2.85,16.15,46.55,11.95,0.45,72.5,181.25,12.45,46.0,0.88,1.18,3910.0,0.71,4.66,6.72,33.9,211.25,213.25,44.3,5.42,1.83,8.38,4.1,6.0,4.82,400.0,1500.0,20.0,11.25,320.0,2.56,0.27,1.95,55.0,11.95,8.02,3.5,39.0,15.15,161.75,2.52,270.0,24.9,6.14,,6.36,3.8,,1.17,24.35,15.5,0.26,15.65,22.0,207.0,2.94,1453.83,2264.63,3767.0,147.83,1167.83,,2925.67,1949.69
2025-06-13,18.9,56.0,5.55,47.2,349.0,34.25,85.5,7.68,1.88,20.05,21.9,2.86,16.7,44.55,11.9,0.45,72.5,181.0,12.45,45.35,0.89,1.16,3910.0,0.68,4.66,6.72,34.0,211.25,220.0,44.55,5.52,1.86,8.72,4.1,6.0,4.98,400.0,1500.0,20.0,10.55,320.0,2.7,0.27,1.95,56.0,12.0,7.86,3.85,39.95,15.2,161.75,2.5,275.75,24.65,6.08,,6.48,3.8,,1.19,24.25,15.5,0.26,15.05,21.95,207.25,2.85,1453.3,2281.14,3771.8,147.6,1168.9,,2925.84,1949.81
2025-06-16,18.8,56.0,5.55,47.2,349.5,31.05,86.75,7.54,1.86,19.9,21.05,2.88,16.55,44.0,11.95,0.45,73.25,182.5,12.4,46.45,0.89,1.21,3910.0,0.71,4.66,6.56,34.05,212.0,220.0,44.45,5.58,1.83,8.52,4.1,6.0,4.99,400.0,1500.0,20.0,10.15,320.0,2.7,0.27,1.95,55.0,12.0,7.56,3.8,36.15,15.45,161.5,2.5,282.25,23.55,6.08,,6.72,3.96,,1.17,25.05,15.1,0.27,13.55,20.0,208.0,2.86,1441.68,2261.71,3740.49,144.68,1168.38,,2908.94,1937.04
2025-06-17,19.0,56.0,5.55,47.2,349.5,28.75,85.0,7.3,1.85,20.3,21.05,2.86,16.35,43.95,12.0,0.45,71.0,186.25,12.45,46.3,0.85,1.21,3910.0,0.71,4.66,7.06,34.2,220.5,220.0,43.95,5.42,1.82,8.5,4.1,6.0,4.8,400.0,1500.0,20.0,9.5,320.0,2.7,0.27,1.94,56.0,11.95,8.0,3.8,37.0,15.0,160.0,2.51,284.75,23.0,6.08,,6.88,3.65,,1.2,23.1,14.2,0.28,12.85,20.65,205.75,3.14,1435.87,2249.94,3730.54,143.1,1166.0,,2888.55,1924.95
2025-06-18,18.95,56.0,5.55,47.2,349.5,30.55,85.0,7.08,1.81,20.3,20.35,2.82,16.35,43.95,12.0,0.45,74.0,185.0,12.45,46.1,0.81,1.21,3910.0,0.7,4.66,7.08,34.2,220.0,220.0,44.15,5.42,1.95,8.52,4.1,6.0,4.77,400.0,1500.0,20.0,10.4,320.0,2.83,0.27,1.86,56.0,12.0,8.04,3.8,36.5,14.5,160.0,2.59,284.5,23.5,6.0,,6.86,3.61,,1.21,24.5,14.2,0.28,11.9,20.65,205.75,3.37,1441.87,2266.1,3745.93,144.37,1165.33,,2901.08,1933.31
2025-06-19,18.5,56.0,5.55,47.2,349.25,33.6,89.5,7.48,1.73,20.4,20.0,2.83,16.5,46.4,11.5,0.45,73.0,182.5,11.3,46.1,0.89,1.2,3910.0,0.68,4.66,6.92,34.15,220.0,220.0,43.55,5.5,1.86,8.52,4.1,6.0,4.62,400.0,1500.0,20.0,9.52,320.0,2.65,0.27,1.95,56.0,11.95,8.18,3.8,39.15,15.0,160.0,2.5,282.25,23.7,5.52,,6.72,3.62,,1.2,24.4,15.4,0.29,11.9,20.8,207.5,3.44,1436.96,2265.89,3736.84,144.62,1161.89,,2891.67,1927.03
2025-06-20,18.65,56.0,5.55,47.2,350.0,34.3,90.0,7.46,1.71,20.4,20.7,2.82,16.65,46.4,11.5,0.45,74.0,185.0,11.3,46.15,0.88,1.17,3910.0,0.68,4.66,6.98,34.3,225.0,220.0,43.6,5.54,1.83,8.66,4.1,6.0,4.55,400.0,1500.0,20.0,10.25,295.0,2.65,0.27,1.76,56.0,11.95,8.12,3.42,38.3,14.9,160.25,2.47,283.0,23.95,5.52,,6.54,3.38,,1.12,24.9,15.15,0.3,12.4,20.05,208.25,3.71,1447.35,2277.04,3760.63,145.68,1156.88,,2908.7,1938.38
2025-06-23,18.7,56.0,5.55,47.2,358.0,33.5,85.0,7.54,1.0,20.25,21.5,2.77,16.65,41.8,11.5,0.45,74.0,181.25,11.6,46.15,0.88,1.17,3910.0,0.69,4.66,6.98,34.4,235.0,220.0,43.55,5.66,1.8,8.8,4.1,6.0,4.79,400.0,1500.0,20.0,10.2,295.0,2.65,0.27,1.9,56.75,11.5,7.92,3.42,37.8,14.75,161.0,2.59,288.75,23.9,5.52,,6.68,3.65,,0.71,25.0,14.35,0.3,12.35,20.1,207.75,3.8,1442.91,2280.76,3761.26,145.76,1158.0,,2907.99,1937.91
2025-06-24,18.65,56.0,5.55,47.2,359.25,33.2,92.0,7.54,1.0,20.4,20.1,2.73,17.0,38.0,11.45,0.45,74.0,189.5,11.6,46.5,0.86,1.15,3910.0,0.65,4.66,6.98,34.65,213.0,217.5,44.0,5.66,1.82,9.06,4.1,6.0,4.74,400.0,1500.0,20.0,10.1,295.0,2.65,0.27,1.92,57.0,11.5,8.1,3.7,34.5,15.0,160.5,2.46,290.25,24.05,6.0,,6.64,3.65,,0.71,24.95,14.45,0.3,19.25,20.0,206.5,3.66,1461.98,2294.05,3794.8,147.49,1148.53,,2940.19,1959.37
2025-06-25,18.65,56.0,5.55,47.2,360.25,32.65,92.0,7.52,1.0,20.3,20.0,2.77,17.0,38.0,11.45,0.45,74.25,189.5,12.4,47.1,0.86,1.17,3910.0,0.66,4.66,7.0,34.7,213.0,217.5,44.45,5.96,1.87,9.68,4.1,6.0,4.89,400.0,1500.0,20.0,10.2,295.0,2.89,0.27,1.92,58.0,11.95,8.2,3.7,34.05,14.9,161.25,2.58,293.0,24.15,6.0,,6.72,3.48,,0.71,24.7,15.0,0.32,19.75,20.2,205.5,3.66,1469.98,2318.17,3818.82,148.5,1154.69,,2961.99,1973.13
2025-06-26,18.7,56.0,5.55,47.2,359.5,32.65,92.0,7.52,1.0,20.4,21.85,2.77,16.9,38.1,11.65,0.45,74.75,185.0,11.3,47.85,0.89,1.17,3910.0,0.69,4.66,7.04,35.0,215.0,217.5,45.3,6.36,1.88,10.55,4.1,6.0,4.73,400.0,1500.0,20.0,10.4,295.0,2.9,0.27,1.94,57.5,11.75,8.48,3.7,36.05,14.65,161.0,2.54,294.75,24.55,6.0,,7.0,3.8,,0.71,24.95,14.05,0.3,19.35,20.2,206.25,3.67,1480.14,2342.91,3841.6,149.88,1155.08,,2991.62,1992.87
2025-06-27,18.95,56.0,5.55,47.2,354.5,34.15,85.25,7.76,1.0,20.6,21.85,2.88,17.35,38.05,11.5,0.45,75.5,186.0,11.3,48.85,0.88,1.15,3910.0,0.64,4.66,7.3,35.55,225.0,221.0,46.5,6.84,1.91,11.4,4.1,6.0,4.74,400.0,1500.0,20.0,10.2,295.0,2.9,0.27,1.96,58.75,12.1,8.62,4.04,37.5,14.5,161.5,2.59,296.5,24.95,6.02,,7.22,4.14,,0.71,24.45,14.95,0.3,19.15,20.4,200.0,3.88,1507.39,2396.78,3909.5,152.45,1155.86,,3046.28,2029.28
2025-06-30,19.2,56.0,5.55,47.2,361.0,33.7,85.25,8.06,1.0,20.2,21.0,2.98,17.9,37.8,11.7,0.45,77.25,184.5,11.3,48.9,0.89,1.19,3910.0,0.68,4.66,7.5,35.75,225.0,226.0,46.6,7.46,1.97,11.5,4.1,6.0,4.81,400.0,1500.0,20.0,10.35,310.0,2.9,0.27,1.96,59.5,13.0,9.02,4.01,35.65,15.3,164.5,2.75,299.75,25.0,6.5,,7.04,4.48,,0.71,23.45,15.0,0.29,17.85,20.4,212.0,3.78,1516.93,2440.26,3938.28,153.43,1159.52,,3068.19,2043.88
2025-07-01,19.65,56.0,5.55,47.2,362.0,33.4,85.25,7.86,1.0,20.2,21.5,2.91,17.55,39.55,11.6,0.45,80.25,186.5,11.3,49.95,0.94,1.12,3910.0,0.7,4.66,7.56,36.25,225.0,226.0,46.3,6.86,2.0,10.4,4.1,6.0,5.08,400.0,1500.0,20.0,10.5,310.0,2.89,0.27,1.96,61.25,13.4,8.56,3.63,39.0,14.95,173.5,2.65,302.0,26.0,6.5,,7.18,4.83,,0.71,23.85,14.1,0.31,17.95,20.25,212.25,3.91,1540.4,2438.43,4007.96,156.58,1159.97,,3109.42,2071.34
2025-07-02,19.6,56.0,5.55,47.2,365.0,34.2,85.25,7.96,1.0,20.8,21.9,2.83,17.05,39.55,12.0,0.45,79.25,187.5,11.3,50.25,0.88,1.2,3910.0,0.67,4.66,7.7,36.75,230.0,245.0,46.6,6.74,2.02,9.78,4.1,6.0,5.18,400.0,1500.0,20.0,10.05,310.0,2.85,0.27,1.96,60.75,13.95,8.66,3.8,39.0,15.3,174.5,2.71,304.75,26.45,6.3,,7.2,5.3,,0.71,24.0,14.1,0.29,18.0,20.5,219.0,3.88,1548.2,2439.78,4026.68,157.86,1153.97,,3127.27,2084.04
2025-07-03,19.95,56.0,5.55,47.2,365.25,33.85,85.25,7.62,1.0,20.5,21.5,2.92,17.1,40.75,12.25,0.45,80.0,190.0,11.3,52.0,0.86,1.24,4040.0,0.65,4.66,7.72,37.3,225.0,267.5,46.4,7.08,2.01,10.55,4.1,6.0,5.4,395.0,1500.0,20.0,9.62,310.0,2.85,0.27,1.81,62.5,13.4,9.1,3.76,39.5,15.0,177.25,2.74,308.5,26.75,6.86,,7.56,5.76,,0.71,23.95,15.1,0.3,19.65,21.05,227.0,4.21,1571.16,2473.79,4085.6,160.13,1149.81,,3169.59,2112.24
2025-07-04,19.95,56.0,5.55,47.2,367.25,34.65,85.25,7.8,1.0,20.9,21.8,3.04,17.3,40.85,12.2,0.45,78.0,191.25,11.35,51.75,0.92,1.26,4040.0,0.67,4.66,7.74,37.4,233.0,281.0,47.0,7.16,2.1,11.5,4.1,6.0,5.14,365.25,1500.0,20.0,9.92,310.0,2.81,0.27,1.85,62.75,14.0,9.24,3.76,39.4,15.05,177.5,2.75,306.0,26.95,6.8,,7.62,6.16,,0.71,23.95,15.25,0.3,20.9,21.65,230.0,4.06,1579.05,2503.72,4107.72,161.17,1154.42,,3185.11,2122.59
2025-07-07,19.95,56.0,5.55,47.2,373.25,35.25,91.25,8.46,1.0,21.1,21.95,3.15,17.3,40.95,12.25,0.45,80.0,193.5,11.35,50.5,0.85,1.29,4040.0,0.66,4.66,7.48,37.7,230.0,304.0,47.0,7.32,2.31,11.65,4.1,6.0,5.2,365.25,1500.0,20.0,10.7,310.0,2.81,0.27,1.86,62.75,14.0,9.42,3.76,42.8,15.25,180.0,2.75,305.0,27.2,6.62,,7.9,6.62,,0.71,24.05,15.25,0.31,22.5,21.8,234.25,3.88,1579.58,2540.41,4117.34,162.33,1153.76,,3185.59,2122.91
2025-07-08,19.95,56.0,5.55,47.2,380.25,35.35,91.5,8.42,1.0,21.75,22.0,3.36,17.25,40.95,12.35,0.45,79.0,200.25,12.45,50.5,0.9,1.33,4040.0,0.68,4.66,7.62,37.6,230.0,301.0,47.3,7.38,2.43,11.1,4.1,6.0,5.2,365.25,1500.0,20.0,10.65,310.0,2.78,0.27,1.89,62.75,14.05,9.74,3.78,39.95,15.5,178.25,2.75,303.25,27.2,6.58,,8.06,7.1,,0.71,23.55,15.25,0.31,23.7,20.8,232.0,3.89,1588.86,2556.38,4132.27,162.83,1156.35,,3200.25,2132.67
2025-07-09,19.9,56.0,5.55,47.2,373.0,35.8,89.0,8.28,1.0,21.35,22.0,3.57,17.15,37.15,12.3,0.45,78.25,203.0,13.1,49.5,0.88,1.34,3900.0,0.69,4.66,7.78,37.15,225.75,320.0,46.5,7.24,2.42,10.8,4.1,6.0,5.2,365.25,1500.0,20.0,10.9,310.0,2.73,0.27,1.94,62.25,14.15,9.74,4.14,40.0,15.3,176.75,2.65,297.5,26.85,6.5,,7.94,6.62,,0.71,23.15,14.05,0.3,22.1,20.15,230.0,4.2,1575.32,2543.81,4094.85,161.0,1156.08,,3162.63,2107.61
2025-07-10,19.85,56.0,5.55,47.2,373.25,35.5,89.0,8.24,1.0,21.65,22.5,3.39,17.05,37.3,12.3,0.45,78.25,210.5,12.95,49.5,0.91,1.34,3900.0,0.69,4.66,7.56,36.8,226.0,302.0,46.5,7.16,2.21,10.6,4.1,6.0,5.34,369.75,1500.0,20.0,10.85,310.0,2.54,0.27,1.9,62.0,14.4,9.78,4.11,43.4,15.25,173.0,2.65,301.75,26.55,6.82,,7.78,6.02,,0.71,23.65,14.1,0.32,21.3,20.1,230.75,4.23,1575.69,2516.27,4088.43,160.27,1153.98,,3163.57,2108.23
2025-07-11,19.9,56.0,5.55,47.2,381.0,35.1,89.0,8.18,1.0,20.7,22.05,3.29,17.05,37.3,12.05,0.45,79.25,211.75,11.75,49.65,0.92,1.31,3900.0,0.69,4.66,7.42,36.15,226.0,321.5,46.4,7.08,2.26,11.05,4.1,6.0,5.32,400.0,1500.0,20.0,10.9,310.0,2.58,0.27,1.85,63.5,14.0,9.66,4.25,45.05,15.75,171.0,2.53,301.25,26.0,6.5,,8.0,5.42,,0.71,24.05,15.2,0.31,21.25,20.5,239.75,4.22,1567.28,2513.67,4077.04,159.06,1156.88,,3149.64,2098.95
2025-07-14,19.65,56.0,5.55,47.2,379.75,35.05,89.0,8.04,1.0,21.75,22.0,3.42,16.9,40.0,11.7,0.45,79.0,209.0,11.75,48.55,0.91,1.3,3900.0,0.68,4.66,7.38,36.8,226.0,320.75,46.15,7.04,2.25,11.15,4.1,6.0,5.42,400.0,1500.0,20.0,10.8,310.0,2.52,0.27,1.85,63.25,14.0,9.92,4.2,46.8,15.05,170.5,2.61,301.0,25.7,7.02,,8.0,5.38,,0.71,23.2,15.25,0.3,20.6,21.0,240.0,4.48,1550.19,2502.86,4039.89,157.69,1155.69,,3114.76,2075.7
2025-07-15,19.75,56.0,5.55,47.2,377.5,35.1,89.0,8.02,1.0,21.2,22.55,3.32,17.0,38.45,12.0,0.45,78.5,206.25,11.75,49.45,0.9,1.32,3900.0,0.69,4.66,7.38,36.7,230.5,320.0,46.35,7.1,2.28,11.2,4.1,6.0,5.34,400.0,1500.0,20.0,10.85,310.0,2.7,0.27,1.81,62.75,14.0,9.86,4.3,47.5,15.2,170.0,2.67,301.25,25.6,6.76,,8.04,5.32,,0.71,23.4,14.5,0.32,15.75,20.85,240.25,4.25,1553.09,2504.4,4043.51,157.04,1154.15,,3122.78,2081.05
