Date,ABSA,AMAC,ARM,BAMB,BAT,BKG,BOC,BRIT,CABL,CARB,CGEN,CIC,COOP,CRWN,CTUM,DCON,DTK,EABL,EGAD,EQTY,EVRD,FTGH,GLD,HAFR,HBE,HFCK,IMH,JUB,KAPC,KCB,KEGN,KNRE,KPLC,KPLC-P4,KPLC-P7,KQ,KUKZ,KURV,LAPR,LBTY,LIMT,LKL,MSC,NBV,NCBA,NMG,NSE,OCH,PORT,SASN,SBIC,SCAN,SCBK,SCOM,SGL,SKL,SLAM,SMER,SMWF,TCL,TOTL,TPSE,UCHM,UMME,UNGA,WTK,XPRS,^N10I,^N20I,^N25I,^NASI,^NBDI,^NBSI,^ZKEQTK,^ZKEQTU
2025-07-16,19.8,56.0,5.55,47.2,377.5,35.15,89.0,8.06,1.0,21.7,23.35,3.23,16.95,40.65,12.0,0.45,78.5,208.25,11.65,49.45,0.91,1.34,3900.0,0.68,4.66,7.34,36.7,237.25,340.75,45.9,7.04,2.2,11.0,4.1,6.0,5.28,400.0,1500.0,20.0,10.7,310.0,2.69,0.27,1.77,63.5,13.95,9.78,4.43,47.65,15.35,171.0,2.7,301.5,25.85,6.6,,8.14,5.38,,0.71,23.45,15.0,0.32,14.25,19.1,240.5,4.23,1557.13,2496.77,4057.97,157.6,1156.26,,3127.2,2083.19
2025-07-17,19.7,56.0,5.55,47.2,381.0,35.3,89.0,8.14,1.0,21.3,23.35,3.21,16.85,40.0,11.8,0.45,78.0,199.5,11.5,50.0,0.9,1.33,3900.0,0.65,4.66,7.5,36.55,235.0,340.75,45.9,7.12,2.14,10.7,4.1,6.0,5.28,400.0,1500.0,20.0,10.8,310.0,2.54,0.27,1.82,63.0,13.85,9.66,4.4,47.65,15.5,171.25,2.57,302.0,26.1,6.46,,8.34,5.5,,0.71,23.85,15.0,0.32,14.0,19.9,239.25,4.53,1552.39,2487.98,4046.55,157.79,1156.0,,3127.07,2083.91
2025-07-18,19.55,56.0,5.55,47.2,381.0,35.05,90.75,8.28,1.0,21.9,23.35,3.33,16.75,41.0,11.85,0.45,78.25,194.25,11.5,49.5,0.93,1.27,3900.0,0.68,4.66,7.72,36.5,235.0,321.75,46.2,7.16,2.21,10.7,4.1,6.0,5.3,400.0,1500.0,20.0,10.85,310.0,2.53,0.27,1.81,63.0,13.8,9.52,4.01,47.15,15.55,173.5,2.58,304.5,26.25,6.46,,8.16,5.0,,0.71,24.0,15.0,0.32,13.65,19.55,235.25,4.52,1545.47,2500.78,4038.52,157.93,1157.31,,3121.91,2080.47
2025-07-21,19.6,56.0,5.55,47.2,380.0,35.05,90.0,8.42,1.0,21.95,23.5,3.3,16.45,41.0,12.0,0.45,78.0,196.0,11.95,49.8,0.87,1.27,3900.0,0.66,4.66,7.68,36.15,235.25,325.25,46.9,7.08,2.24,10.8,4.1,6.0,5.22,400.0,1500.0,20.0,10.65,310.0,2.6,0.27,1.83,63.0,13.65,9.34,4.0,48.4,15.45,176.25,2.52,305.75,26.45,6.16,,7.76,5.0,,0.71,24.1,14.3,0.31,13.35,19.55,239.75,4.35,1551.59,2507.43,4056.82,158.63,1161.02,,3141.93,2093.81
2025-07-22,19.45,56.0,5.55,47.2,379.75,34.75,90.0,8.54,1.0,21.7,23.5,3.34,16.45,41.5,11.5,0.45,78.25,193.0,11.0,49.7,0.86,1.29,4080.0,0.67,4.66,7.78,36.15,235.25,328.5,47.55,7.14,2.22,10.75,4.1,6.0,5.36,400.0,1500.0,20.0,10.4,310.0,2.6,0.27,1.82,63.0,13.55,9.8,4.0,48.95,15.4,177.25,2.63,305.5,27.0,6.14,,8.02,5.0,,0.71,24.0,14.9,0.31,12.25,18.95,239.75,4.22,1557.62,2507.36,4070.99,159.92,1169.22,,3160.67,2106.3
2025-07-23,19.55,61.5,5.55,47.2,380.5,34.5,89.25,8.42,1.0,21.4,23.5,3.25,16.5,44.9,11.4,0.45,78.0,198.25,11.15,50.0,0.88,1.27,4080.0,0.65,4.66,7.88,36.15,238.5,329.25,48.25,7.16,2.2,10.9,4.1,6.0,5.2,400.0,1500.0,20.0,11.0,310.0,2.65,0.27,1.83,64.0,13.55,9.78,3.64,45.0,15.1,177.0,2.61,307.0,27.2,6.36,,8.02,5.04,,0.71,24.1,14.7,0.31,11.55,19.55,239.25,4.33,1572.7,2512.88,4106.07,160.98,1165.18,,3190.71,2126.32
2025-07-24,19.45,63.5,5.55,47.2,379.25,35.0,89.5,8.44,1.0,21.6,24.8,3.37,16.6,41.25,11.6,0.45,78.0,198.0,11.6,50.25,0.93,1.27,4080.0,0.65,4.66,7.82,36.5,235.0,332.25,47.3,7.26,2.21,10.9,4.1,6.0,5.18,439.0,1500.0,20.0,11.0,310.0,2.68,0.27,1.83,64.25,13.65,9.6,3.86,46.75,15.45,176.75,2.68,309.25,26.9,6.62,5.9,8.0,5.5,,0.71,24.95,14.7,0.31,10.65,19.55,241.5,4.05,1566.92,2521.81,4094.94,160.23,1154.15,,3173.57,2114.9
2025-07-25,19.5,63.5,5.55,47.2,398.5,35.5,89.5,8.8,1.0,21.65,24.8,3.36,16.65,43.95,11.55,0.45,77.0,196.25,11.6,50.5,0.91,1.28,4080.0,0.68,4.66,7.84,36.9,231.75,330.75,47.5,7.3,2.2,10.9,4.1,6.0,5.2,439.0,1500.0,20.0,11.0,310.0,2.69,0.27,1.81,64.75,13.7,9.9,3.9,47.75,15.05,176.75,2.6,309.0,26.9,6.02,5.92,8.1,5.92,,0.71,25.45,14.3,0.3,9.94,19.25,245.25,4.18,1569.11,2536.04,4104.79,160.53,1152.52,,3182.27,2120.69
2025-07-28,19.35,63.5,5.55,47.2,398.75,34.55,89.5,8.48,1.0,21.55,24.8,3.38,17.0,43.0,11.55,0.45,80.0,207.0,11.6,49.8,0.94,1.25,4080.0,0.63,4.66,7.8,36.85,231.75,338.25,47.1,7.38,2.21,10.95,4.1,6.0,5.22,439.0,1500.0,20.0,10.9,310.0,2.69,0.27,1.81,65.25,13.7,10.0,3.8,44.4,15.05,176.5,2.55,310.75,27.15,6.6,5.9,7.8,6.48,,0.71,25.4,14.3,0.3,9.56,19.55,245.5,4.18,1581.92,2543.57,4130.57,161.55,1155.7,,3197.56,2130.88
2025-07-29,19.5,67.5,5.55,47.2,399.75,37.1,89.5,8.52,1.0,21.95,24.05,3.39,17.0,40.1,11.55,0.45,76.5,224.0,12.4,50.25,0.92,1.26,4080.0,0.63,4.66,7.82,36.9,231.75,339.5,47.3,7.34,2.21,11.0,4.1,6.0,5.14,439.0,1500.0,20.0,10.95,310.0,2.68,0.27,1.8,65.75,13.55,9.96,4.0,43.25,15.05,177.0,2.51,310.25,27.85,6.6,5.9,7.96,7.08,,0.71,25.35,14.5,0.29,9.52,19.55,245.25,4.18,1617.48,2565.78,4204.21,164.49,1153.16,,3254.74,2168.99
2025-07-30,19.5,67.5,5.55,47.2,402.0,35.9,89.5,8.54,1.0,21.6,24.05,3.39,17.0,39.6,11.5,0.45,77.5,226.0,11.7,50.25,0.9,1.2,4080.0,0.61,4.66,7.8,36.95,239.0,345.0,47.35,7.4,2.22,11.35,4.1,6.0,5.1,439.0,1500.0,20.0,10.9,310.0,2.46,0.27,1.83,66.0,13.7,9.66,4.03,44.6,15.2,177.0,2.55,315.0,27.4,6.6,6.26,7.98,7.76,,0.71,25.45,14.5,0.29,9.58,20.0,245.0,4.2,1613.27,2570.81,4199.94,163.67,1150.14,,3249.25,2165.33
2025-07-31,19.5,67.5,5.55,47.2,400.25,35.5,90.0,8.54,1.0,21.7,23.9,3.4,17.0,39.6,11.65,0.45,79.5,210.75,12.05,50.5,0.94,1.26,4080.0,0.63,4.66,7.78,36.65,244.0,339.5,47.4,7.36,2.21,11.3,4.1,6.0,5.02,439.0,1500.0,20.0,10.9,310.0,2.58,0.27,1.83,66.25,13.4,9.52,4.23,47.5,15.15,177.25,2.57,316.25,26.3,6.52,5.92,8.1,8.52,,0.71,25.5,14.5,0.29,9.6,20.1,245.5,4.2,1578.79,2558.63,4135.28,160.22,1155.11,,3195.88,2129.76
2025-08-01,19.5,67.5,5.55,47.2,404.5,35.2,90.0,8.46,1.0,22.05,23.7,3.41,16.7,43.25,11.75,0.45,76.5,210.25,12.5,50.5,0.94,1.26,4080.0,0.63,4.66,7.52,36.85,267.0,310.5,47.3,7.26,2.22,11.2,4.1,6.0,5.02,439.0,1500.0,20.0,10.7,310.0,2.59,0.27,1.8,62.75,13.2,10.35,4.48,50.75,15.05,178.5,2.59,315.0,26.0,6.52,5.9,8.22,8.74,,0.71,25.5,14.5,0.29,9.5,19.4,224.5,4.5,1570.16,2537.5,4106.83,158.95,1151.6,,3200.53,2132.86
2025-08-04,19.5,74.0,5.55,47.2,405.0,35.0,89.25,7.64,1.0,21.95,23.7,3.39,16.65,43.25,11.8,0.45,77.25,209.75,12.55,50.25,0.98,1.24,4080.0,0.63,4.66,7.5,36.7,240.5,303.5,47.05,7.22,2.2,11.2,4.1,6.0,5.0,439.0,1500.0,20.0,10.85,310.0,2.59,0.27,1.74,64.75,13.4,10.2,4.45,45.75,15.6,179.75,2.69,311.5,25.75,6.5,6.12,8.02,9.46,,0.71,27.25,14.5,0.29,9.5,19.5,225.25,4.5,1562.2,2522.6,4091.45,158.02,1152.14,,3183.71,2121.65
2025-08-05,19.55,74.0,5.55,47.2,405.0,34.5,90.0,7.7,1.0,22.15,24.8,3.38,16.6,41.0,11.7,0.45,77.25,208.75,13.1,50.5,1.01,1.25,4080.0,0.63,4.66,7.42,36.6,260.0,310.0,47.15,7.28,2.22,11.25,4.1,6.0,4.99,439.0,1500.0,20.0,10.65,310.0,2.62,0.27,1.71,64.5,13.4,10.15,4.52,45.7,15.85,178.0,2.61,313.25,25.85,6.5,5.98,8.4,10.35,792.0,0.71,27.0,14.5,0.3,9.5,20.4,237.75,4.43,1564.17,2521.09,4097.37,158.38,1153.69,,3190.0,2125.85
2025-08-06,19.65,74.0,5.55,47.2,408.75,34.5,89.75,7.78,1.0,22.0,24.8,3.36,16.55,41.0,11.55,0.45,76.75,207.75,13.0,51.5,1.05,1.26,3985.0,0.64,4.66,7.28,36.75,265.0,316.5,47.5,7.24,2.2,11.35,4.1,6.0,4.9,439.0,1500.0,20.0,10.35,310.0,2.68,0.27,1.72,64.75,13.55,10.15,4.59,47.2,16.2,179.75,2.69,317.75,26.0,6.5,6.1,8.38,10.9,792.0,0.71,27.4,14.5,0.29,9.5,20.4,238.0,4.5,1572.71,2525.07,4122.17,159.24,1150.78,,3213.86,2141.74
2025-08-07,19.7,74.0,5.55,47.2,414.75,35.45,89.5,7.62,1.0,22.45,23.75,3.38,16.8,43.7,11.7,0.45,77.75,209.5,13.45,52.0,1.04,1.27,3985.0,0.65,4.66,7.38,36.75,264.5,316.5,48.05,7.42,2.25,11.4,4.1,6.0,4.91,439.0,1500.0,20.0,10.6,310.0,2.61,0.27,1.71,65.0,13.6,9.9,4.98,47.65,16.3,180.0,2.61,319.0,26.4,5.96,6.1,8.12,11.8,792.0,0.71,26.9,14.5,0.29,9.48,20.4,235.0,4.4,1589.48,2549.09,4159.04,160.98,1147.58,,3249.69,2160.6
2025-08-08,19.85,74.0,5.55,47.2,419.0,35.95,89.75,8.0,1.0,22.6,24.6,3.42,16.95,43.75,11.75,0.45,79.5,208.0,14.0,52.5,1.06,1.27,3985.0,0.65,4.66,7.3,37.3,260.0,317.75,48.35,7.44,2.25,11.3,4.1,6.0,4.9,410.0,1500.0,20.0,10.0,310.0,2.75,0.27,1.72,66.25,13.7,10.35,5.4,48.55,15.95,180.75,2.73,321.0,26.25,5.94,6.12,8.38,12.55,792.0,0.71,26.95,14.1,0.31,9.46,20.4,244.75,4.32,1593.22,2569.28,4176.79,161.19,1148.69,,3258.8,2171.69
2025-08-11,19.95,74.0,5.55,47.2,425.0,35.95,90.0,8.28,1.0,21.95,24.6,3.45,16.9,43.75,11.6,0.45,79.75,208.25,15.0,52.0,1.13,1.28,3985.0,0.62,4.66,7.5,38.75,269.75,319.25,48.35,7.44,2.24,11.3,4.1,6.0,4.88,400.0,1500.0,20.0,10.9,310.0,2.95,0.27,1.71,66.75,13.4,10.75,5.72,49.55,15.85,185.25,2.67,329.5,26.4,5.96,6.1,8.26,13.75,792.0,0.71,27.75,14.4,0.31,9.34,19.55,235.75,4.09,1597.69,2590.7,4201.88,162.18,1150.95,,3267.1,2177.22
2025-08-12,19.95,74.0,5.55,47.2,429.0,35.95,90.0,8.02,1.0,22.0,24.75,3.57,17.0,45.55,11.95,0.45,80.75,208.0,14.5,52.75,1.24,1.23,3985.0,0.64,4.66,8.04,38.4,274.5,325.5,48.5,7.4,2.27,11.25,4.1,6.0,4.78,400.0,1500.0,20.0,11.15,310.25,2.94,0.27,1.78,66.5,13.85,10.75,6.02,49.9,16.05,184.25,2.74,330.0,26.3,6.2,5.9,8.1,14.85,800.0,0.71,27.9,14.5,0.31,9.46,19.65,239.25,4.49,1602.12,2607.39,4209.58,162.22,1159.51,,3275.92,2183.1
2025-08-13,19.8,74.0,5.55,47.2,434.5,36.0,89.25,8.06,1.0,21.8,26.4,3.71,17.35,45.55,11.85,0.45,81.0,207.75,14.6,54.0,1.35,1.24,3985.0,0.65,4.66,8.84,38.3,275.75,326.5,49.35,7.4,2.26,11.05,4.1,6.0,4.76,385.75,1500.0,20.0,11.35,310.25,2.85,0.27,1.77,65.25,13.7,10.65,6.48,50.25,16.0,184.25,2.78,333.5,26.35,6.04,6.0,8.28,14.3,800.0,0.71,28.0,14.3,0.31,9.32,19.75,241.75,4.42,1616.66,2629.39,4235.84,162.96,1160.96,,3309.17,2205.26
2025-08-14,20.0,74.0,5.55,47.2,438.75,36.0,90.0,8.3,1.0,21.75,29.0,3.86,17.4,45.5,11.9,0.45,81.0,204.25,14.15,54.75,1.48,1.26,3985.0,0.65,4.66,9.58,38.0,273.5,326.25,52.75,7.44,2.28,11.1,4.1,6.0,4.72,402.75,1500.0,20.0,11.5,310.25,2.82,0.27,1.72,65.75,12.7,10.6,6.9,53.75,15.95,184.5,2.85,333.0,26.5,6.1,6.2,8.3,14.5,800.0,0.71,29.3,14.45,0.3,9.36,19.65,241.25,4.13,1635.0,2664.29,4279.56,164.38,1160.58,,3367.29,2243.99
2025-08-15,19.95,74.0,5.55,47.2,442.0,36.15,89.25,8.3,1.0,21.8,31.9,3.97,17.35,45.5,12.0,0.45,81.5,207.0,14.0,54.5,1.62,1.22,3985.0,0.69,4.66,9.22,37.55,286.25,327.0,54.0,7.42,2.29,11.2,4.1,6.0,4.7,372.0,1500.0,20.0,11.35,310.25,2.87,0.27,1.71,64.75,13.05,10.75,6.56,55.0,16.0,184.25,2.87,335.25,26.9,5.98,6.2,8.3,14.7,800.0,0.71,29.55,13.8,0.3,9.3,19.75,242.25,4.26,1644.52,2670.48,4299.73,165.66,1179.17,,3398.43,2264.74
2025-08-18,19.9,74.0,5.55,47.2,439.0,36.5,89.5,8.3,1.0,22.2,31.2,4.14,17.1,44.05,11.85,0.45,85.0,207.0,15.3,54.75,1.47,1.27,3985.0,0.7,4.66,8.98,38.7,289.75,326.5,54.5,7.44,2.39,11.35,4.1,6.0,4.71,400.0,1500.0,20.0,11.45,310.25,2.84,0.27,1.72,65.0,13.9,11.55,6.28,58.5,16.0,184.0,2.81,336.0,27.0,6.06,6.2,8.3,14.75,809.0,0.71,28.45,13.7,0.31,9.3,19.95,241.5,4.36,1649.71,2689.51,4316.91,166.34,1182.09,,3407.69,2270.92
2025-08-19,19.6,74.0,5.55,47.2,437.5,36.55,93.0,8.3,1.0,22.45,33.0,4.17,17.25,47.9,11.75,0.45,87.0,211.25,16.5,54.75,1.34,1.31,3985.0,0.69,4.66,9.32,38.75,281.0,321.0,54.5,7.44,2.43,11.3,4.1,6.0,4.7,405.75,1500.0,20.0,11.0,310.25,2.82,0.27,1.68,64.5,13.75,12.05,5.98,62.75,16.0,183.5,2.8,341.5,26.8,5.98,6.16,8.4,14.5,810.0,0.71,29.25,15.0,0.3,9.3,19.25,240.75,4.18,1651.64,2700.67,4317.27,166.18,1181.65,,3409.86,2272.36
2025-08-20,19.6,80.0,5.55,47.2,439.75,38.8,99.25,8.5,1.0,22.15,33.05,4.38,17.25,44.5,11.8,0.45,87.25,215.5,17.95,55.75,1.24,1.43,4050.0,0.7,4.66,9.4,38.45,290.0,329.0,54.5,7.48,2.5,11.35,4.1,6.0,4.7,381.0,1500.0,20.0,10.5,310.25,3.02,0.27,1.75,64.0,13.75,13.15,5.6,58.25,16.15,182.0,2.85,335.0,27.25,6.2,6.2,9.1,13.65,811.0,0.71,30.3,14.9,0.3,9.3,19.95,240.25,4.36,1669.32,2728.26,4351.1,167.75,1187.49,,3438.26,2291.28
2025-08-21,19.9,80.0,5.55,47.2,440.25,38.9,90.75,8.86,1.0,22.75,32.35,4.45,17.35,45.35,12.1,0.45,88.0,216.25,19.55,55.75,1.16,1.52,3985.0,0.72,4.66,9.42,38.4,276.0,327.75,54.0,7.52,2.5,11.25,4.1,6.0,4.69,419.0,1500.0,20.0,11.05,310.25,2.95,0.27,1.71,62.0,13.75,14.4,5.16,62.0,17.0,183.5,2.85,312.25,27.9,6.2,6.24,8.2,12.85,811.0,0.71,30.8,14.9,0.3,9.3,20.0,243.25,4.65,1681.84,2733.31,4365.68,168.87,1189.48,,3444.4,2295.38
2025-08-22,19.95,80.0,5.55,47.2,441.0,39.3,90.75,8.78,1.0,22.35,32.0,4.68,17.35,47.9,12.6,0.45,87.75,218.0,21.1,55.0,1.13,1.53,3985.0,0.77,4.66,9.36,38.2,288.75,320.25,54.0,7.56,2.66,11.4,4.1,6.0,4.69,381.0,1500.0,20.0,11.05,310.25,2.8,0.27,1.66,62.25,13.0,15.75,5.04,60.25,18.0,183.75,2.85,315.25,28.25,6.82,6.2,7.72,12.9,892.0,0.71,31.35,15.5,0.3,9.38,20.5,240.0,4.75,1685.33,2758.62,4381.7,170.03,1191.61,,3451.81,2300.31
2025-08-25,19.85,80.0,5.55,47.2,440.0,41.7,100.5,8.76,1.0,22.8,32.05,5.0,17.45,48.0,12.85,0.45,88.0,220.0,22.75,55.5,1.18,1.68,3985.0,0.78,4.66,9.5,38.35,294.25,324.0,54.0,7.6,2.74,11.75,4.1,6.0,4.76,387.0,1500.0,20.0,11.1,310.25,2.8,0.27,1.67,62.5,13.45,15.6,5.52,61.75,18.3,182.75,2.93,317.25,28.1,6.8,6.2,7.66,13.9,898.0,0.71,33.15,15.15,0.29,9.7,20.5,240.25,5.0,1689.51,2792.72,4395.53,170.41,1190.04,,3457.4,2304.04
2025-08-26,19.9,80.0,5.55,47.2,442.0,41.45,109.75,9.0,1.0,22.75,31.4,5.34,17.55,46.75,13.4,0.45,88.0,220.0,22.8,56.0,1.27,1.82,3985.0,0.81,4.66,9.48,38.7,294.0,329.0,54.0,7.82,2.99,12.4,4.1,6.0,4.99,387.0,1500.0,20.0,11.05,310.25,2.73,0.27,1.67,63.5,13.85,14.7,5.54,60.75,18.15,183.75,2.92,320.0,28.5,6.78,6.2,8.14,15.2,845.0,0.71,31.75,15.15,0.29,10.05,20.35,242.5,5.5,1702.39,2845.04,4432.38,172.35,1190.39,,3482.0,2320.43
2025-08-27,20.0,80.0,5.55,47.2,440.0,41.3,119.5,8.96,1.0,23.1,29.25,4.84,17.55,48.35,13.75,0.45,89.0,215.5,22.55,56.0,1.35,1.84,4090.0,0.88,4.66,9.66,38.55,274.75,323.25,53.75,8.0,2.94,12.65,4.1,6.0,4.0,400.5,1500.0,20.0,10.95,310.25,2.8,0.27,1.66,63.75,13.2,14.15,5.16,61.75,17.85,183.25,2.84,319.5,28.45,6.6,6.2,8.18,15.75,821.0,0.71,33.85,15.15,0.3,9.94,20.45,250.0,5.58,1696.65,2837.16,4415.86,171.57,1187.57,,3471.85,2313.67
2025-08-28,20.0,72.0,5.55,47.2,440.25,40.25,126.5,8.84,1.0,24.6,30.4,4.78,17.65,47.3,13.75,0.45,90.0,220.25,23.4,56.0,1.36,1.72,4100.0,0.86,4.66,9.54,38.4,288.5,329.0,54.0,8.28,2.97,12.7,4.1,6.0,3.84,425.5,1500.0,20.0,10.4,310.25,2.96,0.27,1.67,63.0,13.5,14.2,5.04,61.75,17.7,184.25,2.86,318.0,28.55,6.28,6.2,8.52,15.05,820.0,0.71,33.5,13.95,0.3,9.56,19.7,245.0,6.02,1705.79,2839.52,4432.56,172.05,1182.55,,3490.06,2325.81
2025-08-29,20.1,72.0,5.55,47.2,427.25,40.8,124.75,9.02,1.0,27.0,31.4,4.73,17.8,47.85,13.0,0.45,89.75,218.25,21.4,56.0,1.4,1.56,4105.0,0.88,4.66,9.58,38.65,294.5,327.0,54.25,8.76,2.99,12.8,4.1,6.0,3.74,387.0,1500.0,20.0,10.9,310.25,2.99,0.27,1.62,64.25,13.3,14.6,5.0,60.75,17.05,182.5,2.84,320.0,28.6,6.32,6.2,8.2,15.65,815.0,0.71,34.95,14.7,0.3,9.5,20.5,250.5,6.62,1709.51,2845.64,4443.4,172.6,,,3497.1,2330.49
2025-09-01,20.5,72.0,5.55,47.2,410.0,39.9,121.5,8.6,1.0,26.7,31.1,4.63,17.8,48.0,13.75,0.45,90.25,218.25,20.95,56.0,1.37,1.49,4100.0,0.97,4.66,9.6,39.05,295.0,311.75,54.25,9.5,3.23,13.6,4.1,6.0,3.75,395.5,1500.0,20.0,10.95,310.25,3.0,0.27,1.61,65.0,13.05,15.0,4.85,56.75,17.0,183.75,2.75,319.25,28.8,6.04,6.2,8.04,16.05,822.0,0.71,34.85,14.85,0.29,9.46,20.6,245.25,6.1,1720.02,2874.69,4466.68,173.64,1191.24,,3514.16,2341.86
2025-09-02,20.55,72.0,5.55,47.2,412.5,37.55,126.5,8.4,1.0,26.55,32.5,4.84,18.2,47.4,13.7,0.45,90.5,220.0,22.95,56.0,1.42,1.44,4185.0,1.05,4.66,9.96,39.95,300.0,327.0,54.0,10.2,3.48,14.4,4.1,6.0,3.69,390.0,1500.0,20.0,10.7,310.25,2.97,0.27,1.62,65.5,13.0,15.25,5.3,58.5,17.2,183.0,2.7,320.0,29.1,5.92,6.46,8.08,16.8,814.0,0.71,35.05,15.0,0.29,9.52,20.1,245.0,6.6,1736.05,2914.06,4499.55,175.21,1183.7,,3536.21,2356.56
2025-09-03,20.65,68.0,5.55,47.2,410.25,39.9,126.0,8.22,1.0,26.2,32.5,5.06,18.45,48.0,13.55,0.45,99.5,224.5,20.8,56.0,1.36,1.35,4265.0,1.15,4.66,10.9,40.0,300.5,312.25,53.75,9.66,3.62,14.25,4.1,6.0,3.69,385.0,1500.0,20.0,10.8,310.0,3.02,0.27,1.61,66.0,13.3,16.2,5.38,57.75,16.7,182.0,2.79,325.75,29.95,6.0,6.18,7.92,16.45,807.0,0.71,35.05,15.0,0.3,9.54,20.0,241.25,7.24,1758.14,2959.67,4555.9,178.04,1191.33,,3567.31,2377.29
2025-09-04,20.85,72.0,5.55,47.2,415.5,39.55,126.25,8.68,1.0,25.7,32.45,5.3,19.2,49.65,13.7,0.45,103.0,223.25,20.85,55.5,1.4,1.44,4265.0,1.24,4.66,11.0,40.55,304.75,324.5,50.5,9.66,3.46,14.0,4.1,6.0,3.73,395.0,1500.0,20.0,10.95,310.0,2.95,0.27,1.59,66.0,13.0,16.1,5.4,53.5,17.4,179.5,2.86,334.0,30.0,5.92,6.2,8.16,16.3,811.0,0.71,35.3,15.15,0.3,9.92,20.6,245.5,7.94,1751.95,2973.85,4546.06,178.08,1189.83,,3586.36,2390.91
2025-09-05,20.75,72.0,5.55,47.2,428.75,39.3,129.5,8.86,1.0,24.4,32.9,5.3,20.3,50.25,13.7,0.45,104.0,222.0,19.55,55.5,1.3,1.48,4275.0,1.35,4.66,11.0,40.15,305.25,326.75,51.0,9.8,3.17,13.5,4.1,6.0,4.02,390.0,1500.0,20.0,11.0,310.0,2.99,0.27,1.63,66.0,13.35,15.7,5.18,54.5,17.65,180.25,2.86,325.0,29.95,6.2,6.42,8.58,16.6,818.0,0.71,35.15,15.3,0.31,10.0,20.25,245.0,8.42,1758.49,2968.82,4555.47,178.28,1192.69,,3601.43,2400.02
2025-09-08,20.8,72.0,5.55,47.2,435.25,38.65,129.5,8.88,1.0,24.8,33.5,5.56,21.0,50.25,13.6,0.45,104.75,221.75,19.55,55.0,1.36,1.5,4275.0,1.47,4.66,11.0,41.2,310.75,327.0,51.25,10.05,3.0,14.1,4.1,6.0,4.4,423.0,1500.0,20.0,11.4,310.0,2.82,0.27,1.64,68.5,13.45,15.6,5.54,54.75,18.0,183.75,2.89,292.75,29.25,6.0,6.86,8.52,15.75,817.0,0.71,35.35,15.25,0.31,10.2,20.0,245.0,9.12,1754.62,2975.81,4556.57,176.82,1184.78,,3573.6,2382.4
2025-09-09,21.7,72.0,5.55,47.2,444.75,37.5,129.5,8.58,1.0,24.95,34.6,5.32,21.45,50.0,13.9,0.45,105.0,224.0,19.6,55.25,1.36,1.6,4400.0,1.59,4.66,11.0,42.1,319.75,320.5,51.75,10.1,3.29,14.5,4.1,6.0,4.38,421.5,1500.0,20.0,11.2,310.0,2.96,0.27,1.57,68.25,13.5,15.6,5.42,54.5,18.1,181.75,3.0,299.25,29.1,5.76,7.54,8.68,15.85,797.0,0.71,37.6,15.15,0.31,10.1,20.5,245.0,9.88,1772.82,3001.82,4593.02,177.52,1189.88,,3602.41,2400.68
2025-09-10,22.65,72.0,5.55,47.2,447.0,37.0,129.75,8.74,1.0,25.85,36.45,5.18,21.25,51.0,14.0,0.45,106.0,224.75,20.5,55.25,1.38,1.76,4390.0,1.67,4.66,10.95,44.0,318.0,326.25,52.25,10.0,3.6,14.55,4.1,6.0,4.36,422.0,1500.0,20.0,11.1,310.0,3.0,0.27,1.66,69.5,13.6,15.65,5.4,54.0,18.45,181.75,3.04,310.25,29.15,6.0,7.54,8.9,15.95,821.0,0.71,37.95,15.75,0.32,10.05,21.55,246.0,9.12,1787.92,3035.87,4636.25,178.78,1182.31,,3625.14,2415.82
2025-09-11,23.0,72.0,5.55,47.2,446.0,37.35,128.25,8.7,1.0,26.15,38.6,5.26,21.0,51.0,13.8,0.45,105.0,224.25,19.05,54.75,1.35,1.91,4380.0,1.77,4.66,11.0,44.25,306.5,327.0,53.0,9.86,3.46,14.3,4.1,6.0,4.37,388.5,1500.0,20.0,11.05,310.0,2.94,0.27,1.63,70.0,13.9,15.8,5.12,53.0,18.6,182.25,2.91,311.25,29.2,6.16,8.24,9.26,15.45,822.0,0.71,37.75,16.5,0.33,9.82,21.4,240.0,8.48,1788.44,3028.96,4638.33,178.82,1188.72,,3629.92,2419.01
2025-09-12,23.05,72.0,5.55,47.2,442.0,37.7,121.25,8.88,1.0,24.0,38.85,5.4,19.9,51.0,13.95,0.45,105.25,223.0,20.35,54.25,1.34,1.91,4390.0,1.69,4.66,11.0,43.75,310.75,327.0,53.0,9.56,3.33,14.4,4.1,6.0,4.34,422.0,1500.0,20.0,11.0,310.0,2.86,0.27,1.65,72.5,13.8,15.5,5.08,54.0,18.1,180.25,2.88,304.5,29.45,6.08,8.2,9.18,14.1,822.0,0.71,37.55,17.7,0.34,9.54,21.8,241.0,8.88,1776.19,3018.52,4626.68,178.69,1189.55,,3612.33,2407.29
