Date,ABSA,ARM,BAMB,BAT,BOC,BRIT,CABL,CARB,CGEN,CIC,COOP,CRWN,CTUM,DTK,EABL,EGAD,EQTY,EVRD,FTGH,HAFR,HFCK,IMH,JUB,KAPC,KCB,KEGN,KENO,KNRE,KPLC,KPLC-P4,KPLC-P7,KQ,KUKZ,KURV,LBTY,LIMT,LKL,MSC,NBK,NCBA,NMG,NSE,OCH,ORCH,PORT,SASN,SBIC,SCAN,SCBK,SCOM,SGL,SLAM,SMER,TCL,TOTL,TPSE,UCHM,UMME,UNGA,WTK,XPRS,^FNK15,^FNK25,^N20I,^N25I,^NASI
27/11/2015,13.35,47,171,785,105,14.8,10.45,15.4,39.5,6.5,18.15,58.5,47.35,202,277,25,41.75,2.75,6.5,1.35,22.5,99,515,174,41.25,7.75,7.95,21.25,13.4,5.5,5.5,4.8,330,"1,500.00",19.5,"1,085.00",4.75,1.6,15.95,43.45,154,25.15,4.4,98,41.5,18,84,28,205.75,15.35,28.75,62,3.5,10,18.35,28.25,8.05,17.3,36.5,341,4.4,184.94,184.24,"3,994.56","4,171.39",142.93
30/11/2015,13.2,46.75,171,785,105,14.8,10.55,15.4,39.5,6.5,18,58.5,47.15,201,278,25,41.75,2.9,6.4,1.4,21.35,99,515,174,39.75,7.75,7.95,21.75,13.4,5.5,5.5,4.8,330,"1,500.00",19.5,"1,085.00",4.7,1.55,15.7,43.3,155,25.2,4.2,98,45.5,18.55,84,29.75,218.25,15.5,31.5,61.5,3.5,9.9,18.1,27.5,7.85,17.5,36.75,353,4.4,184.53,183.62,"4,016.18","4,166.59",143.47
01/12/2015,13.15,45.75,171,784,95,14.85,10.1,15.3,39.5,6.45,17.95,60.5,46.95,201,275,25,41.75,2.95,6.1,1.35,22.1,99,505,174,40.5,7.7,7.95,21.75,13.1,5.5,5.5,4.65,330,"1,500.00",19.8,"1,085.00",4.45,1.55,15.6,43.15,159,24.95,4.2,98,45.5,16.9,84,29.5,209.75,15.65,29.5,61.5,3.65,9.5,17.75,28.25,7.25,18.8,36.75,353,4.4,184.64,183.81,"3,978.17","4,165.05",143.48
02/12/2015,13.05,45.25,170,780,95,14.85,10.85,15,39.5,6.55,18.05,64,46.35,201,276,22.5,41.75,2.95,6.15,1.4,22.9,99.5,505,174,40.5,7.7,8,21.95,13,5.5,5.5,4.6,330,"1,500.00",19.5,"1,085.00",4.1,1.55,15.6,43.55,161,24.75,4.2,98,50,17.95,85,29.75,208.5,15.85,31.25,63,3.7,9.8,18.95,28.25,7.85,18.8,36,353,4.4,185.22,184.56,"3,989.87","4,177.57",144.21
03/12/2015,13.1,46,170,780,95,14.7,10.95,14.9,39.5,6.55,18.3,62.5,46.1,201,274,22,41.5,2.8,6.1,1.4,22.85,100,505,157,40.25,7.65,8.05,22.2,13.15,5.5,5.5,4.65,330,"1,500.00",19.95,"1,085.00",4,1.55,15,43.15,164,25.1,4.1,98,50,17.9,85,29.75,208.5,15.7,32,61,3.6,9.8,18.95,27.75,7.95,18.8,35.25,352,4.1,184.64,183.87,"3,994.49","4,170.74",143.26
04/12/2015,13.1,45.25,171,780,95,14.6,10.1,14.9,39.5,6.55,18.15,62.5,46.05,201,275,22,41.5,2.75,6.4,1.35,22.9,99,505,157,40.25,7.7,8.1,22.15,12.95,5.5,5.5,4.8,330,"1,500.00",19.5,"1,085.00",4,1.55,16.35,42,163,25.05,4.1,98,50,17.5,85,29.75,207.5,15.55,31.5,61,3.55,9.65,18.8,27.5,8,20,35.25,352,4.4,184.06,183.33,"3,990.64","4,158.76",143.29
07/12/2015,13.15,45,174,780,95,14.2,10.3,14.9,39.5,6.5,18.05,62,46.05,200,274,20,41.5,2.65,6.1,1.35,22.85,99.75,505,157,40.5,7.85,8.1,22.35,12.95,5.5,5.5,4.75,331,"1,500.00",19.45,"1,085.00",4.05,1.5,16.35,41.6,165,24.5,4.4,98,50,17.9,85,29.5,202.25,15.7,32.75,61,3.7,9,17.95,27.5,7.9,20,37.5,352,4.3,184.43,183.76,"3,990.02","4,161.80",143.61
08/12/2015,13.1,42.75,174,779,95,14.1,10.5,14.85,39.5,6.35,18.05,65,46.15,200,275,18.15,41.25,2.65,6.25,1.35,22.75,99,456,157,40.75,7.85,8.15,22.45,12.95,5.5,5.5,4.7,331,"1,500.00",18.95,"1,085.00",4.25,1.6,15.55,41.45,170,24.65,4.05,98,47,18.85,85,29.25,203.25,15.95,32.75,61.5,3.9,8.1,17.15,27,8,19.85,37,370,4.2,184.99,184.46,"3,994.88","4,170.01",144.04
09/12/2015,13,42.25,172,777,95,14.25,10.5,14.75,39.5,6.4,18.05,62,46,191,276,18.15,41,2.7,6.85,1.35,22.65,100,485,172,40.75,7.8,8.2,22.45,13,5.5,5.5,4.75,331,"1,500.00",19.45,"1,085.00",4.05,1.6,15.35,41.4,175,24.75,4.05,98,47,18.85,84.5,30,204.75,16.1,31.75,61.5,3.9,8.5,17.95,27,8.05,19.85,37,369,4.1,184.9,184.45,"4,002.63","4,165.64",144.39
10/12/2015,13.05,40.75,170,779,95,14.25,10,14.7,39.5,6.35,18.1,62,45.95,199,276,18.5,41,2.65,6.9,1.35,22,100,480,172,40.5,7.8,8.15,21.55,13,5.5,5.5,4.75,331,"1,500.00",18.2,"1,085.00",4,1.55,15.1,41.65,175,24.95,4.05,98,47,18.95,83,30,200.5,16.15,29,62,3.9,7.9,18.35,26.75,8.1,19.85,37,369,4,184.6,184.14,"4,002.63","4,165.16",144.39
11/12/2015,13.1,40,172,785,95,14.15,10.5,14.8,39.5,6.15,18.15,61,45.75,199,276,20,40.75,2.7,6.9,1.4,21.75,100,500,172,40.25,7.9,8.1,21.8,12.9,5.5,5.5,4.75,331,"1,500.00",18.2,"1,085.00",3.95,1.55,14.9,41.2,179,24.65,3.95,98,49.75,18.9,85,30,201.5,16.25,29,61,3.55,7.55,18.35,26.25,8,20,34,369,4,184.56,184.05,"3,995.09","4,168.52",144.72
14/12/2015,13.2,39,172,784,95,14.2,10.1,14.9,39.5,6.15,18,61,45.7,196,278,20,40,2.6,6.6,1.45,21.75,102,490,172,40,7.9,8.05,21,12.9,5.5,5.5,4.5,331,"1,500.00",18.9,"1,085.00",3.9,1.55,15,40.5,180,24.7,4,98,48,18.85,85,29,201,16.4,27.5,61.5,3.6,7.25,18.8,26,8.35,20,35,369,4,184.07,183.65,"3,968.20","4,161.55",144.76
15/12/2015,13.1,39.75,175,785,100,14.2,10,14.9,39.5,6.2,18,61,45.05,195,276,20.5,40,2.55,6.6,1.5,21.85,102,490,172,40,7.75,8,21.35,12.75,5.5,5.5,4.5,331,"1,500.00",19.4,"1,085.00",4.15,1.55,14,40.55,194,24.75,4,98,48.25,19,85.5,29,204,16.35,27.5,61,3.75,6.9,18.2,25.5,8.8,20,34,369,4.1,183.82,183.41,"3,987.57","4,166.36",144.94
16/12/2015,13.2,39.75,176,755,100,13.95,10.45,15.5,39.5,6.2,18,61,45.2,195,275,22.5,42,2.6,6.6,1.55,21.5,102,500,172,39.5,7.75,8.1,21.4,12.9,5.5,5.5,4.5,331,"1,500.00",19,"1,085.00",4.05,1.55,14.35,41,194,24.75,4.35,98,46,20.25,85,30.5,202.5,16.7,27.5,61,3.85,6.7,18.2,25.75,8.75,20,34,369,4.1,186.16,185.64,"4,011.66","4,198.51",146.08
17/12/2015,13.25,40,176,737,110,14,10.05,15.75,39.5,6.25,18.05,59,45.65,198,274,21,39.25,2.6,6.5,1.65,21.65,101,500,172,39.75,7.15,8.4,21.45,12.95,5.5,5.5,4.45,350,"1,500.00",20,"1,085.00",4.15,1.55,14.25,41.55,193,24.75,4.1,98,46,20.75,84.5,32,207.25,16.6,27.5,61.5,4,6.9,18.35,26,8.8,20.75,34,369,4.1,183.41,183.02,"4,005.22","4,160.69",145.31
18/12/2015,13.3,39.75,176,788,110,13.75,10.1,15.4,39.5,6.35,17.95,59,45.55,195,274,21.25,39,2.6,6.45,1.75,21.35,101,459,172,39.75,6.95,8.4,21.5,12.95,5.5,5.5,4.5,350,"1,500.00",19.95,"1,085.00",4.2,1.55,14.6,42.7,182,25,4.15,98,46,20.75,84,30.75,206.75,16.7,27.5,61.5,4,6.9,18.2,25.75,8.65,21,35,369,4.1,183.59,183.26,"3,989.95","4,161.06",145.55
21/12/2015,13.4,39.75,175,735,109,13.8,10.3,15.6,39.5,6.15,17.9,58.5,46.4,195,272,22.5,42,2.6,6.45,1.85,21.35,99.75,459,178,39.75,6.8,8.4,21.05,12.95,5.5,5.5,4.45,350,"1,500.00",19.25,"1,085.00",4,1.55,14.3,42.7,182,24.45,4.2,98,46,22.5,84.5,32.25,201.75,16.7,27,61.5,3.7,7.05,18.3,25.5,8.45,21,34,400,4.1,185.09,184.05,"4,008.63","4,186.24",145.61
22/12/2015,13.35,40,175,730,109,13.65,10,15.15,39.5,6.25,17.7,61,46.85,195,270,24.5,40.25,2.6,6.05,1.95,21.6,100,460,193,39.75,6.5,8.5,21.2,12.9,5.5,5.5,4.5,350,"1,500.00",20.5,"1,085.00",4,1.55,14.6,42.55,179,23.95,4.2,98,47,21,80,31.5,202.5,16.7,27,61.5,3.95,7.05,18.2,25.5,8.9,21,35,400,4.1,183.43,182.52,"3,954.54","4,142.66",144.77
23/12/2015,13.3,39.5,175,725,100,13.6,10,15,39.5,6.3,17.65,65,47.3,195,270,24.5,40.25,2.8,6.45,2.05,21.55,99.75,441,193,40,6.4,8.4,21.2,12.95,5.5,5.5,4.55,349,"1,500.00",20,"1,085.00",4,1.55,14.35,42.55,176,24.45,4.45,98,46.75,20.5,80,29,202.75,16.1,27.75,61.5,3.8,7.7,18.95,25,9.15,21,34.25,400,4.1,182.17,180.93,"3,918.75","4,112.59",142.85
24/12/2015,13.3,40.25,176,725,99,13.3,10.65,15,39.5,6.35,17.55,65,46.95,195,270,24.5,40,2.85,6.45,2.15,21.7,99.75,440,193,40,6.5,8.7,21,12.95,5.5,5.5,4.95,349,"1,500.00",20,"1,085.00",4.25,1.55,14.45,43,174,24.55,4.55,98,46.75,21.5,80,30.5,202,15.9,27.75,61.5,3.7,7.7,18.9,25.25,9.45,22.25,37.25,399,4.05,181.56,180.35,"3,955.73","4,103.30",142.51
28/12/2015,13.55,41,176,725,99,12.9,10.45,16.45,39.5,6.45,17.85,65,46.8,184,270,26,40,2.95,7,2.3,21.8,99.5,484,193,40,6.95,9.5,20.95,13.1,5.5,5.5,4.9,349,"1,500.00",20,"1,085.00",4.4,1.55,15.45,42.9,174,24.6,4.55,98,46.75,20.5,81,30,202,15.9,27.75,61.5,4,7.85,18.45,26,9.6,22.25,37.25,400,4.05,182.4,180.94,"3,980.57","4,109.72",142.94
29/12/2015,13.55,41.75,176,785,99,13,10,16.05,39.5,6.2,17.2,65,46.7,184,273,26.75,39.75,2.85,6.95,2.4,22.25,100,484,200,39.75,7.25,8.7,20.65,13.3,5.5,5.5,4.9,349,"1,500.00",20,"1,085.00",4.4,1.6,15,43.35,182,25,4.8,98,46.75,20.5,82,30,203,16.1,27.75,61.5,4,8.2,18.3,25,10.15,22.25,37.25,360,4.15,182.55,182.11,"4,004.91","4,127.31",143.97
30/12/2015,13.45,41,175,785,102,13.15,10.6,16.3,39.5,6.35,17.7,61,46.7,187,272,26.75,39.25,2.7,6.95,2.6,22.7,100,484,200,40,6.8,8.9,21.05,13.25,5.5,5.5,4.85,317,"1,500.00",19.5,"1,085.00",4.5,1.65,15.7,43.3,191,24.5,4.8,98,46.75,19.55,82.5,30,202.75,16.25,28,60,3.75,8.25,18.25,25,10.3,22.25,33.75,384,4.5,182.69,182.32,"3,992.57","4,137.14",144.37
31/12/2015,13.6,41.75,175,785,102,13,10.6,16.3,39.5,6.2,18,61,46.5,187,273,26.75,40,2.7,7,2.6,22.25,100,484,200,43.75,7.1,9.6,21,13.2,5.5,5.5,4.9,317,"1,500.00",19.5,"1,085.00",4.5,1.6,15.75,43.25,191,24.75,4.8,98,46.75,19.55,82.5,30,195,16.3,28,60,3.75,8.25,18.25,25,10.95,22.25,33.75,384,4.5,186.64,186.25,"4,040.75","4,194.80",145.7
