Date,ABSA,ARM,BAMB,BAT,BOC,BRIT,CABL,CARB,CGEN,CIC,COOP,CRWN,CTUM,DTK,EABL,EGAD,EQTY,EVRD,FTGH,HAFR,HFCK,IMH,JUB,KAPC,KCB,KEGN,KENO,KNRE,KPLC,KPLC-P4,KPLC-P7,KQ,KUKZ,KURV,LBTY,LIMT,LKL,MSC,NBK,NCBA,NMG,NSE,OCH,ORCH,PORT,SASN,SBIC,SCAN,SCBK,SCOM,SGL,SLAM,SMER,TCL,TOTL,TPSE,UCHM,UMME,UNGA,WTK,XPRS,^FNK15,^FNK25,^N20I,^N25I,^NASI
10/06/2015,15.35,70.5,149,701,127,21.75,14.95,18,41.5,7.7,21.75,163,63.25,225,315,33,46.75,4.15,7.95,2.85,29.1,115,560,130,58.5,9,8.25,17,17,5.3,5.5,6.3,300,"1,500.00",24.25,950,7.25,1.9,21.5,51,191,21.5,5.25,100,57,15.15,107,39.75,285.25,16.05,36,79.5,5.4,12.9,23.25,36,10.65,17.5,45,270,5.5,217.94,217.7,"4,744.66",,162.65
11/06/2015,15.35,71,150,702,127,22,15.05,18.5,41.5,7.5,21.75,164,63,223,316,33,46.5,4.1,8,2.95,28.6,115,540,130,58,9,8.15,17,17.05,5.3,5.5,6.15,300,"1,500.00",24.25,950,7.15,1.85,20.75,51.25,192,21.45,5.2,100,57,14.65,108,39.5,297.25,16,36,76,5.35,12.95,23.25,34.5,10.6,17.8,45,265,5.55,217.5,217.18,"4,744.95",,162.7
12/06/2015,15.35,71,150,702,120,22,15.2,17.9,41.5,7.65,21.75,164,63,223,317,33,46.5,4.2,7.95,2.95,28.7,116,540,130,58,9.05,8.2,17,17.1,5.3,5.5,6,300,"1,500.00",24.25,950,7.3,1.9,20.5,53.25,191,20.75,5.25,100,57,15.55,109,40.5,298.5,16.05,36.25,79.5,5.5,12.95,23,34,10.4,17,45.75,265,5.55,217.71,217.39,"4,765.02",,162.89
15/06/2015,15.3,71,150,701,125,22,15.4,17.9,40.75,8,21.5,164,63.75,223,317,33,46.75,4.25,7.95,2.95,29.05,115.5,540,130,57.5,9.15,8.2,17,17.15,5.3,5.5,6.35,300,"1,500.00",24.25,950,7.4,1.9,20.75,51.75,188,21.1,5.25,100,57,14.85,107,40.5,295,16.1,33.5,74.5,5.1,12.95,21.5,35.5,9.75,16.7,46,345,6,217.67,217.31,"4,759.58",,162.75
16/06/2015,15.35,72,150,701,130,22,15.45,18.2,40.75,8,21.5,163,63.25,224,317,33,46.5,4.35,7.6,2.95,28.5,117.75,573,140,57,9,8.15,17,17.25,5.3,5.5,6.8,300,"1,500.00",24,950,7.45,1.85,21,52.75,187,20.55,5,100,56,15,107,41,294.75,16.05,36.5,75,5.05,12.2,22.5,35.5,8.95,17,46.5,360,5.5,217.11,216.64,"4,773.23",,162.88
17/06/2015,15.5,72,150,733,130,21.25,15.5,18,40.75,7.95,21.75,164,63.5,224,316,33,46.25,4.25,7.55,2.85,28.35,117,573,140,56.5,9.1,8.25,17.05,17.15,5.3,5.5,7,300,"1,500.00",24.25,"1,033.00",7.7,1.9,21,53.75,185,20.8,5.25,100,54,15.15,106,41,298,16.05,36.5,76,5,12.2,22.25,36,9.2,17,46,363,5.55,216.53,216.02,"4,790.42",,163.02
18/06/2015,15.5,72,150,733,137,21,15.55,18.15,40,8,21.75,170,64.5,224,315,33,46,4.15,7.9,2.85,28.25,116.75,573,140,56.5,9.05,8.4,17.35,17.3,5.3,5.5,7,300,"1,500.00",23,"1,033.00",7.7,1.9,21,53,180,20.75,5.15,100,54,15.55,106,41,299.25,16,36,75,5.25,12,21.75,35.75,8.85,17,45.5,365,5.55,216.37,215.78,"4,796.26",,163.02
19/06/2015,15.55,72.5,151,732,134,20.25,15.45,18.2,44,7.95,21.5,170,65.5,225,315,33,45.75,4.1,7.9,2.9,27.55,116.25,558,140,56.5,9.15,8.45,17.5,17.35,5.3,5.5,6.95,305,"1,500.00",24.25,"1,135.00",7.5,1.85,21.25,51.75,175,20.55,5,100,56,15.8,104,40.25,300.75,16.05,36,75.5,5.1,12,22.5,35.5,8.6,16.6,46,394,5.55,215.78,215.17,"4,778.63",,162.4
22/06/2015,15.5,72,154,701,134,20.75,15.2,18.1,44,7.95,21.75,170,66,225,314,33,45.75,4.1,7.9,2.85,27.85,115,558,140,56,9.2,8.45,17.9,17.35,5.3,5.5,6.6,307,"1,500.00",24.5,"1,135.00",7.3,1.95,20.5,53.75,183,21.2,5.1,100,53.5,15.35,105,40.75,300.75,16.35,35,75,5.2,12.05,22,36.25,8.75,17,46.5,399,5.45,216.59,215.8,"4,780.48",,163.34
23/06/2015,15.5,72.5,153,700,134,20.75,15.4,18,40,8,21.75,172,65.25,225,310,33,45.75,4.15,7.95,2.9,27.75,115,561,140,56,9.2,8.4,17.95,17.6,5.3,5.5,6.85,307,"1,500.00",24.75,"1,248.00",7.45,2.1,21.25,54.5,178,20.4,5.05,100,53.5,15.2,107,40.75,301.25,16,37,75,5.2,12.65,22.25,36.75,9.1,17,46,399,5.3,215.42,214.64,"4,776.35",,162.27
24/06/2015,15.45,72.5,153,700,134,20.5,15.85,17.95,41,7.95,21.75,182,65,225,309,33.5,46,4.05,8.05,2.9,27.45,117,564,145,56,9,8.35,17.6,18,5.3,5.5,6.8,307,"1,500.00",25.5,"1,248.00",7.55,2.3,20.75,54.25,179,20.85,5.1,100,53.5,15.9,106,42.25,304.25,16.05,35,75,5.1,12.8,21.75,35.75,9,17,46,404,5.35,215.6,214.84,"4,776.35",,162.27
25/06/2015,15.5,72.5,151,700,139,20.75,16.75,17.7,44,7.95,21.75,110,65.25,225,308,33.5,46,4.05,8.8,2.9,27.5,117.75,567,155,55.5,9.05,8.4,18.05,18.15,5.3,5.5,6.7,307,"1,500.00",27.75,"1,248.00",7.45,2.45,20.75,54.25,179,21.1,5.1,100,56,16,108,42.5,305.25,16.1,35,75,5,12.5,21.25,36,8.95,17,45.5,415,5.35,215.65,214.8,"4,798.73",,162.68
26/06/2015,15.5,72.5,153,701,131,20.75,16.2,17.75,44,7.95,21.5,99,65.5,225,308,35,46,4.1,8.9,2.85,27.4,117,564,155,55.5,9,8.4,17.75,18.15,5.3,5.5,6.85,307,"1,500.00",25.25,"1,200.00",7.3,2.25,20.75,54.25,180,20.45,5.1,100,56,16.45,106,42.5,307.25,16.1,38,75,5,12.5,22.75,34,8.95,16.95,46,418,5,215.37,214.52,"4,810.36",,162.51
29/06/2015,15.45,72.5,153,701,131,20.5,15.8,18.25,44,7.9,21.75,90,65.5,225,305,38.5,46.25,4.1,8.55,2.85,27.4,117,560,155,55.5,9.05,8.35,17.8,18.45,5.3,5.5,7.25,307,"1,500.00",25.25,"1,200.00",7.35,2.35,20.75,53.25,189,19.9,5,100,56,16.85,106,41.25,302.75,16.3,40.5,78,5.05,12.65,22,35.25,8.95,16.95,46.75,414,5,216.07,215.28,"4,837.58",,163.08
30/06/2015,15.55,75,154,741,139,20.5,16.05,18.15,44,7.95,21.75,81,65.5,226,304,38.25,47.25,4.05,8.5,2.9,27.45,117,562,155,55,9.25,8.4,17.9,18.35,5.3,5.5,7.35,307,"1,500.00",24.25,"1,200.00",7.35,2.35,19.3,53.75,199,19.85,4.95,100,57.5,16.45,114,42.75,298,16.45,40,75.5,5.05,12.85,21.75,35,8.95,16.95,46.75,414,5,218.14,216.95,"4,906.07",,164.41
01/07/2015,15.35,76,155,750,140,20.5,16,18,44,7.85,21.5,77.5,65.25,227,298,37,46,4.15,8.5,2.85,27.1,117,560,145,54,9.2,8.45,17.9,17.6,5.3,5.5,7.3,301,"1,500.00",25.25,"1,200.00",7.35,2.3,19.8,54.25,200,19.95,4.85,100,57.5,16.45,107,42,297,16.5,39,75.5,5.05,13,21.75,35.75,8.85,17,46,366,5,214.64,213.58,"4,858.42",,163.21
02/07/2015,15.35,75.5,155,751,140,20.25,15.7,17.95,44,7.55,21.25,70,63.75,225,290,37.25,45.5,4.35,8.45,2.9,27.05,117,565,159,54,9,8.45,17.9,18.05,5.3,5.5,7.3,307,"1,500.00",25.25,"1,200.00",7.35,2.3,19.2,52.75,206,20.9,4.75,100,57,16.1,107,41.75,302.5,16.45,39,76.5,5,14,22.75,34,8.75,17,46,347,5,212.83,211.82,"4,839.60",,162.35
03/07/2015,15.25,75,156,701,140,20,16,17.9,47,7.6,20.75,70,63.5,225,290,37,45.25,4.15,8.45,2.85,27,117,565,159,55,9.1,8.45,17.85,18.1,5.3,5.5,7.3,307,"1,500.00",24.75,"1,090.00",7.35,2.25,19.8,51.75,201,20.35,4.8,100,56,16.45,107,40.75,304.25,16.35,39,75,5.1,14,22.75,33.25,8.25,17,47,348,5.5,212.45,211.63,"4,812.57",,161.5
06/07/2015,15.3,75,156,701,139,19.8,16,17.9,47,7.6,21,68,64.5,225,277,38,47.25,4.15,8.45,2.85,26.95,117,560,159,54.5,9.45,8.35,17.9,18,5.3,5.5,7.2,330,"1,500.00",25,"1,090.00",7.3,2.1,19.95,52,199,20.65,5,100,57,16.25,107,40.75,308.25,16.35,39,75,5,13.9,22,35,8.5,16.9,44,368,5.45,212.99,211.76,"4,814.11",,161.43
07/07/2015,15.2,75,156,701,130,19.35,16.1,17.9,47,7.95,21,66.5,65,225,280,37.5,46,4.05,8,2.85,26.95,115.75,560,161,56,9.45,8.25,17.95,18,5.3,5.5,7.15,330,"1,500.00",24.25,"1,090.00",7.35,2.15,19,52.75,193,20.25,5,100,57.5,16.3,107,41.75,316.5,16.35,39,72.5,5,15.1,22.25,35.75,8.45,16.9,44,368,5.35,212.93,211.97,"4,815.28",,161.61
08/07/2015,15.3,73,155,702,138,18.75,15.9,17.9,47,7.95,21.25,62.5,63.75,224,280,37.5,45,4.1,8.45,2.9,26.95,116.25,560,160,55,9.35,8.15,17.95,17.95,5.3,5.5,7.15,330,"1,500.00",24,"1,090.00",7.35,2.05,18.65,53,188,20.25,5,100,59,16.3,108,40.5,311.5,16.15,39,75,5.05,14.35,22.5,35.25,8.55,16.9,44,368,5.25,210.59,209.57,"4,762.87",,160.24
09/07/2015,15.35,73.5,155,702,138,18.15,16,17.95,47,7.9,21.25,61.5,62.5,221,276,35.25,44.75,4.05,8.4,2.8,26.75,116,560,175,54.5,9,8.15,17.95,17.55,5.3,5.5,7.1,329,"1,500.00",24.75,"1,090.00",7.3,2,18.15,53.25,199,20.5,5.15,100,59.5,16.45,109,40.5,319.75,15.95,39,75,4.95,14.3,22.25,36.25,8.5,16.7,44,386,5.25,209.19,208.1,"4,754.66",,159.59
13/07/2015,15.25,73,151,708,139,18,16,17.9,45,7.7,21,57.5,61.5,220,289,36,44.75,4,8.4,2.8,26.85,115,562,170,54.5,8.95,8.1,17.65,16.9,5.3,5.5,7,330,"1,500.00",24.5,"1,090.00",7.2,2.15,19.05,51,192,20.35,5,100,60,16.4,109,40,320,15.85,36,75,5,14.55,22.25,35,8.85,16.6,45,399,5.2,209.44,208.8,"4,723.76",,159.29
14/07/2015,15.3,72.5,151,750,139,17.8,16,17.8,44.25,7.55,21,57.5,59.75,218,285,35.5,45,4,8,2.7,26.55,116,561,177,54.5,9,8.1,17.6,16.55,5.3,5.5,6.95,356,"1,500.00",24.25,"1,090.00",7.2,2.1,17.85,50.5,186,20.4,5,100,61,16.3,109,39,312.25,15.75,33.25,67.5,5.05,14.55,22.25,36.25,8.45,16.6,45,397,5.05,208.19,207.41,"4,692.17",,158.39
15/07/2015,15.15,71.5,153,804,139,17,15.9,16.9,47,7.35,21,59.5,58.75,209,283,35.5,47.25,4,8.4,2.6,25.25,115,560,190,54,8.95,8.05,18,16.25,5.3,5.5,6.85,356,"1,500.00",23.5,"1,090.00",7.45,2.1,18.1,50.25,189,20.25,5,100,61,16.55,107,39,311,15.7,34,70.5,5.2,15.8,21.75,36,8.15,16.6,45,380,5.05,208.88,207.97,"4,690.16",,158.45
16/07/2015,15.05,71.5,154,803,139,17.2,15.65,16.75,47,7.45,21,56,56.75,210,283,36,45.25,4.1,8.4,2.5,24.45,115,560,199,54,8.7,8.1,17.85,16.35,5.3,5.5,6.85,356,"1,500.00",23.5,"1,090.00",7.2,2.1,18.45,49.25,188,20.25,5,100,61,16.35,115,40,304,15.25,36,70.5,5.1,15.75,21.75,36,8,16.6,45,380,5.45,206.11,205.08,"4,676.16",,156.59
17/07/2015,15.1,71,155,800,139,16.9,16,17,47,7.05,21,59.5,56,210,285,35.5,45,4.1,8.35,2.5,23.7,115,560,190,54.5,8.85,8.1,17.85,16,5.3,5.5,6.75,356,"1,500.00",23.5,"1,090.00",7.2,2.1,18.15,48.75,190,20.2,4.95,100,61,16.5,106,38,303,15.15,36,70.5,5.1,15.5,22,35.5,8,16.6,45,380,5.55,205.11,204.38,"4,638.44",,155.96
20/07/2015,15,71,155,814,139,16.45,15.8,16.8,47,6.9,21,60,55.5,206,285,35,45,4.35,8.4,2.5,23.35,114,556,190,55.5,8.6,8.05,17.95,16.2,5.3,5.5,6.75,356,"1,500.00",23.5,"1,090.00",7.05,2.05,18.1,48.5,188,20,5,100,59,16.15,106,38,303.5,15.3,36,70,5.1,15.15,22.25,34,8,16.6,44.75,375,5.1,205.85,205.27,"4,627.90",,156.32
21/07/2015,15.05,71.5,155,814,139,15.8,15.7,16.45,47,6.65,20.75,60,54.25,205,287,37.25,44.75,4,8,2.45,22.9,111,556,200,55.5,8.6,8.15,17.85,16.4,5.3,5.5,6.5,340,"1,500.00",23,"1,090.00",6.95,2.05,17.45,48,187,19.9,4.9,100,61,16.55,100,38.25,302.75,15.5,36,64,5.05,16.45,22,33,7.35,16.6,43.75,390,5.15,205.71,205.16,"4,605.25",,156.31
22/07/2015,14.95,71,154,813,133,15.55,15.45,16.4,47,6.3,20.75,60,53.25,200,289,37,44.5,3.95,8,2.45,22,106,562,190,55.5,8.35,8.15,17.25,16.35,5.3,5.5,6.5,360,"1,500.00",23,"1,090.00",6.75,2.05,16.75,47.85,183,19.8,4.5,100,55,16,101,39.5,300.5,15.55,33.25,61,5.05,15.1,21.75,33.25,6.75,16.6,43.75,400,5,205.23,204.71,"4,578.62",,155.74
23/07/2015,14.2,70,154,813,133,15.3,15.25,15.4,44.75,6.1,20.75,60,50.75,199,290,37,42.5,4,8,2.5,21.85,106.25,560,196,55,8.35,8.3,17.2,16.15,5.3,5.5,6.6,347,"1,500.00",23,"1,090.00",6.85,2,17.8,47.65,187,19.75,4.6,100,56,15.75,100,39,298.25,15.45,33.25,61,5,15.15,20.75,33.25,6.7,16.6,44.5,400,5.05,201.87,201.62,"4,539.47",,154.25
24/07/2015,14.45,70.5,154,813,133,14.3,14.8,14.05,44.75,6.35,20.5,60,50,199,290,35,42,3.9,8,2.65,20.9,106,560,190,54.5,8.25,8.1,16.9,15.8,5.3,5.5,6.9,347,"1,500.00",21,"1,090.00",6.75,1.9,19.3,48.2,187,19.1,4.9,100,56,15.75,98.5,38,295,15.25,34,61.5,5.05,15,20.75,33,6.75,16.6,44.75,390,5.45,200.17,199.91,"4,500.43",,153.18
27/07/2015,14.3,70.5,153,743,133,14.95,15.15,15.1,44.75,6.5,20.5,60,50.5,200,297,35,41.5,4.05,7.95,2.55,21.75,106,560,200,54,8.25,8.1,16.45,15.85,5.3,5.5,6.95,360,"1,500.00",21,"1,090.00",6.75,1.9,19.05,47.75,185,19.15,4.7,100,54.5,16.2,95,35.75,286.5,15.45,36.5,60.5,4.85,15.15,20.5,33,6.95,17,45,392,5,200.36,200.32,"4,467.36",,153.02
28/07/2015,14.4,70.5,153,740,133,16.05,15.2,15.9,44.75,6.6,20.5,61.5,52,200,296,35,41,3.7,8,2.45,22.8,106,560,200,53.5,8.55,8,16.55,15.95,5.3,5.5,6.8,325,"1,500.00",22.5,"1,090.00",6.55,1.95,21.75,47.8,180,19.6,4.6,100,54,16.4,94.5,36.25,284.25,15.45,39.75,63,5.05,14.9,21,35,6.85,16.9,45,396,5,200.11,200.04,"4,485.71",,153.1
29/07/2015,14.15,70.5,152,798,133,17.6,15.6,16.3,44.75,7,20.5,63.5,53.5,202,289,35,40.75,3.8,7.95,2.5,24.05,106,560,220,51.5,8.55,8.05,16.4,16.05,5.3,5.5,6.8,325,"1,500.00",21.75,"1,090.00",6.5,1.9,20.5,47.85,185,19.45,5,100,54,16.8,95,38.25,283.75,15.2,39.25,69,4.85,14.95,20.75,35.75,6.8,16,45,399,4.95,197.85,197.39,"4,532.28",,152.22
30/07/2015,14.35,69,152,798,133,17.2,15.7,17.75,44.75,6.8,20.25,64,53.5,205,285,35,41,3.85,8,2.5,24,106,560,242,50.5,8.5,8,16.3,16.05,5.3,5.5,6.25,355,"1,500.00",21.5,"1,090.00",6.65,1.85,20,48.9,181,19.7,4.95,100,54,16.95,95,39,277,14.95,39,74.5,4.9,15.5,20.25,36,7.3,16,45,395,5,196.07,195.54,"4,404.72",,148.39
31/07/2015,14.05,63,154,741,133,17.45,15.65,16.95,44.75,7,19.75,62.5,52.25,205,294,34.5,39.25,3.9,7.8,2.45,23.1,106,560,218,50,8.45,8,16.5,15.95,5.3,5.5,5.7,355,"1,500.00",21.75,"1,090.00",7,1.9,18.9,49.6,187,20,4.95,100,54,17.1,95,38.75,270.5,14.4,39,72,4.9,15.15,20.75,35,7.25,17,45,397,5,192.42,192,"4,404.72",,148.39
03/08/2015,14.1,62,154,741,133,17.2,15.6,17,44.75,7.45,20,60.5,51.75,205,295,33,37.75,3.8,7.95,2.5,22.35,110,566,218,49,8.4,8.15,16.15,15.75,5.3,5.5,5.45,355,"1,500.00",23,"1,090.00",7.05,1.9,19.2,48.8,189,20,4.9,100,54,16.05,94.5,38,264.25,14.15,39,71,4.5,15,20.75,32.25,6.7,17,41.25,395,4.95,189.87,189.24,"4,354.99",,147.04
04/08/2015,14.2,62,152,741,133,17.2,15.55,17.3,44.75,7.6,20.25,62.5,50,205,295,32.5,38.75,3.75,7.95,2.5,22.2,106,560,218,47,8.3,8.35,16.35,15.8,5.3,5.5,5.35,321,"1,500.00",21,"1,090.00",6.85,1.9,20,48.4,187,20,4.85,100,54,15.95,97,38,265.75,14,39,67,4.5,15,20.75,32.5,6.7,17,45,390,4.95,189.54,188.48,"4,343.16",,146.25
05/08/2015,14.2,61,154,741,133,17.15,15.85,17.05,44.75,7.55,19.65,62,50.75,204,295,32.75,39.25,3.7,7.5,2.55,21.5,106,560,209,46,8.4,8.45,16.5,16.05,5.5,5.5,5.1,325,"1,500.00",21.25,"1,090.00",7,2,20.75,49.1,184,20,4.85,100,58,16,95.5,36.25,265.5,13.95,39,67,4.9,14.95,20.5,33,6.55,17,43.5,390,4.6,188.96,187.79,"4,317.23",,145.82
06/08/2015,14.2,62,155,738,130,18,15.5,17.25,44.75,7.6,19.6,63.5,51,204,297,32.75,40,3.6,7.2,2.5,21,106,560,221,46,8.35,8.45,16.45,15.95,5.5,5.5,5.2,325,"1,500.00",21,"1,090.00",6.9,2,20,49.15,183,19.8,4.85,100,59,15.9,100,36.25,271,13.9,38.25,67,4.95,14.5,20.25,32.25,6.55,17.95,42.5,395,4.6,190.31,188.92,"4,350.70",,146.43
07/08/2015,14.35,61,154,736,130,18.2,15.45,17.45,42,7.65,19.8,65,53.25,204,304,32.75,43.25,3.9,7,2.45,22.75,106,557,228,49.25,8.25,8.55,16.55,16,5.5,5.5,5.25,325,"1,500.00",21.25,"1,090.00",6.85,2,20.5,49.55,178,20,4.85,100,59,16.1,97.5,38,275.25,14.55,38.75,67,4.6,15,20.75,33,6.5,17.4,40,395,4.6,197.94,197.03,"4,415.09",,150.45
10/08/2015,14.4,61.5,154,736,130,19.55,15.35,17.35,40.5,7.7,19.9,69,54,200,310,32.75,42.75,4.05,7,2.45,23.5,106,562,229,49.5,8.3,8.7,16.65,16.2,5.5,5.5,5.5,353,"1,500.00",21.25,"1,090.00",6.85,2,20.75,49.6,178,20.85,4.85,100,59,16.1,99.5,38,283.25,15.35,38.75,67,4.6,15,21.75,32,6.65,17.95,42.75,394,4.65,201.27,200.45,"4,483.58",,153.74
11/08/2015,14.6,61.5,154,790,130,20,15.1,17,40.5,7.85,19.5,68.5,54.5,204,313,29.75,43,3.8,7,2.35,23.7,106,560,228,49.5,8.25,8.95,17.4,16.2,5.5,5.5,6,352,"1,500.00",21.75,"1,090.00",6.95,2,19.35,49.95,178,20.2,4.85,100,60,15,101,37.75,280,15.45,39,70.5,4.9,15.15,21.5,32,6.6,17.5,43.5,394,4.6,202.55,201.7,"4,519.63",,154.91
12/08/2015,14.85,64.5,154,790,130,19.65,15,16.95,42,7.75,19.6,70.5,54,201,309,29.75,42.5,3.6,7.35,2.35,23.6,106,565,225,48.75,8.3,8.6,16.85,16.45,5.5,5.5,6,352,"1,500.00",22,"1,090.00",7,1.9,19.5,50,179,20,4.65,100,60,15,93.5,37.25,280.75,15.55,39,70,4.9,15.05,22.75,33,6.7,17.4,45,395,5.05,201.28,200.37,"4,499.06",,154.61
13/08/2015,14.8,63.5,154,789,130,18.8,14.95,16.95,42,7.7,19.7,66.5,52.25,201,301,32.5,42,3.35,7.6,2.35,23.55,106,565,225,48.25,8.3,8.7,17.9,16.45,5.5,5.5,5.9,379,"1,500.00",21.25,"1,090.00",6.75,1.85,19.15,49.75,179,20.45,4.55,100,60,17,95.5,37.5,280.5,15.45,39,70,4.75,15,23,33,7,17.4,46.75,395,5.05,199.07,198.08,"4,495.52",,153.38
14/08/2015,14.55,63.5,155,800,117,18,14.7,16.9,42,7.75,19.5,68.5,51.5,202,307,33,42,3.55,7.95,2.35,23.8,106,563,225,47.5,8.25,8.5,17.6,16.65,5.5,5.5,5.95,344,"1,500.00",22,"1,090.00",6.5,1.95,20.75,49.75,180,20.25,4.75,100,54,17.85,94.5,39,280,15,39,70,4.7,14.75,23,33.25,7,17.4,43,395,5.05,197.44,196.62,"4,496.23",,152.09
17/08/2015,14.45,63,154,798,117,18,14.35,16.9,42,7.75,19.55,69,52,201,306,33,42,3.65,7.8,2.3,24.6,108.75,562,226,47.25,8.2,8.65,17.95,16.55,5.5,5.5,6,344,"1,500.00",23,"1,090.00",6.95,1.9,20,49.4,180,20.05,4.75,100,54,18.05,99.5,38.25,291.75,14.85,39.5,70,4.8,14.65,22.25,33.5,7,17.4,40.5,395,4.65,197.3,196.31,"4,509.84",,152.04
18/08/2015,14.05,61.5,153,857,128,18.2,14.4,16.9,42,7.65,19.55,70,52,202,305,31.75,41.75,3.65,7.85,2.3,24.9,109,562,218,47,8.2,8.65,17.9,16.55,5.5,5.5,6,344,"1,500.00",23,"1,090.00",6.9,1.9,20,49.4,180,20.15,4.75,100,59,17.7,95.5,37.25,279,14.85,39.5,66,4.65,15,24,34.75,7.35,17.4,42,396,4.4,195.99,195.18,"4,482.19",,151.63
19/08/2015,14,60,155,829,130,18.3,14.45,16.9,41.75,7.5,19.55,70,53.25,202,301,33,40.75,3.65,7.55,2.25,24.4,110,560,218,46.5,8.2,8.7,17.7,16.55,5.5,5.5,6.1,343,"1,500.00",22.5,"1,085.00",6.5,1.9,19,49.4,179,20.45,4.55,100,59,17.65,95,37.25,274.5,15,39.75,66,4.6,15,22,32,7.4,17.4,43.5,395,4.4,194.66,193.81,"4,464.74",,151.01
20/08/2015,13.95,60,155,780,126,18,14.35,16.1,41.75,7.55,19.6,69.5,52.25,202,299,33,40,3.55,7,2.2,23.15,115,564,218,46.5,8.2,8.7,18,16.5,5.5,5.5,6,343,"1,500.00",21.75,"1,085.00",6.5,1.85,19.1,49.15,179,20.45,4.65,100,55,17.6,95.5,37.25,266.5,15.1,39.75,67.5,4.55,14.9,22,32.5,7.45,17.4,41.25,400,4.25,193.9,192.97,"4,429.87",,150.42
21/08/2015,13.85,59,153,829,126,17.95,14.3,15.7,40,7.35,19.55,67,52,202,295,32.5,40,3.45,7,2.2,23.45,115,560,218,46,8.15,8.45,18,16,5.5,5.5,6.1,345,"1,500.00",21.75,"1,085.00",6.5,1.9,19.1,49.2,178,20.8,4.5,100,57,17.45,96,37.25,257.5,15,39,67,4.2,14.95,21.75,34,7.5,17.4,41.75,399,4.4,192.44,191.57,"4,405.29",,149.66
24/08/2015,13.85,57.5,154,753,128,17.65,14.1,16.6,40,7.1,19.05,69.5,52,203,290,32.75,39.75,3.4,7.4,2.05,23.5,115,559,239,45.5,8,8.2,17.95,15.6,5.5,5.5,6,345,"1,500.00",21.75,"1,085.00",6.5,1.85,18.6,48.85,179,20.1,4.65,100,57,17.55,95,38,256.75,14.35,39.75,67,4.35,14.8,22,33,7.45,17.4,45.5,400,4.4,188.75,187.94,"4,337.47",,146.4
25/08/2015,13.55,53,154,747,117,16.85,14.25,16.95,40,6.8,18.2,70,51,201,281,31.75,39,3.4,7,2.15,22.85,115,550,219,44.75,7.95,8.45,17.45,15.25,5.5,5.5,5.95,343,"1,500.00",22,"1,085.00",6.5,1.85,18.25,47.4,178,20,4.9,100,55,17.85,90,36.5,244.25,13.95,39.75,66,4.05,14,21.75,33.25,7.45,17,45,400,4.4,183.66,183.15,"4,242.73",,142.8
26/08/2015,13.15,52,152,746,117,16.4,14,16.55,40,6.8,18.1,69.5,49.95,201,270,31.5,38.25,3.4,7.1,2.15,21.8,115,546,215,43.5,7.9,8.45,17.5,14.85,5.5,5.5,5.85,343,"1,500.00",22,"1,085.00",6.55,1.8,17.2,44.5,174,20,4.9,100,54.5,17.75,89.5,36,241.25,13.45,39.75,66,4.05,14,21.5,32.25,7.75,17,40.75,400,4.3,178.91,178.23,"4,171.35",,139.43
27/08/2015,12.85,50,155,739,116,15.35,13.75,16.55,40,6.6,17.75,67.5,47.1,199,265,31.5,36.75,3.4,7,2,21.1,110,546,215,43,7.5,8.45,16.9,14.35,5.5,5.5,5.65,342,"1,500.00",21.75,"1,085.00",6.55,1.85,16.9,42.45,172,19.9,4.85,100,53.5,17.8,90,35.75,236.25,13.5,38,65.5,4.4,14,21,32.25,8,17,41.5,400,4.3,175.28,174.92,"4,759.58",,162.75
28/08/2015,12.85,49.25,154,746,117,16,13,16.45,40,6.7,17.7,70,48.15,195,270,30,38.5,3.3,7,2.05,20.35,109.5,540,214,43.75,7.5,8.45,16.6,14.8,5.5,5.5,5.7,342,"1,500.00",21,"1,085.00",6.6,1.8,17.35,42.5,165,20,4.9,100,54,17.85,90,33.25,235.75,14.15,38,65.5,4.05,14,20.25,32.25,8.15,17.5,40.25,398,4.3,180.05,179.73,"4,101.67",,140.18
31/08/2015,13,49.75,154,816,117,16.6,11.85,16.1,40,6.75,18.25,69.5,48.35,199,275,30,40.5,3.3,7,2,20.4,109.75,540,214,44,7.9,8.45,16.6,15.75,5.5,5.5,5.65,342,"1,500.00",21,"1,085.00",6.55,1.8,17.85,43.05,165,20.85,4.5,100,50,17.6,90,33.25,233.25,14.35,38,66,4.05,13.9,19,31.5,8.5,17.5,41.75,398,4.3,184.23,183.59,"4,176.59",,142.8
01/09/2015,12.95,48.5,160,753,117,17.05,11.1,16.45,39,6.75,18,70,49.55,200,275,31.5,41.5,3.2,7,1.95,21.3,107.25,540,193,44,8.15,8.45,16.85,15.4,5.5,5.5,5.65,342,"1,500.00",21,"1,085.00",6.7,1.8,17.95,43.65,165,20.2,4.45,100,54,17.1,89.5,31,230.25,14.6,34.5,67.5,4.35,14.15,19.15,30.25,8.5,17.5,41,398,4.3,185.57,185,"4,153.21",,143.12
02/09/2015,12.95,48,161,691,117,17.2,12.15,16.45,39,6.8,17.95,70,49.8,200,274,31.5,41.5,2.95,6.8,1.95,21.3,107.5,500,180,43.5,8.1,8.4,16.85,14.8,5.5,5.5,5.65,342,"1,500.00",20,"1,085.00",6.75,1.8,17.9,44.5,163,20.15,4.3,100,54,16.5,90,33,227.5,14.6,37.5,68,4.05,14.15,19.15,32,8.55,19.25,41,398,4.3,185,184.45,"4,153.21",,143.12
