Date,ABSA Bank Kenya Plc,ABSA NewGold ETF,ARM Cement Plc,Africa Mega Agricorp Plc,BK Group Plc,BOC Kenya Plc,Bamburi Cement Ltd,Britam Holdings Plc,British American Tobacco Kenya Plc,CIC Insurance Group Ltd,Car and General (K) Ltd,Carbacid Investments Plc,Centum Investment Company Plc,Co-operative Bank of Kenya Ltd,Crown Paints Kenya Plc,Deacons (East Africa) Plc,Diamond Trust Bank Kenya Ltd,Eaagads Ltd,East African Breweries Ltd,East African Cables Plc,East African Portland Cement Ltd,Equity Group Holdings Plc,Eveready East Africa Ltd,Express Kenya Plc,Flame Tree Group Holdings Ltd,HF Group Ltd,Home Afrika Ltd,Homeboyz Entertainment Plc,I & M Holdings Plc,Jubilee Holdings Ltd,KCB Group Plc,KPLC-P4,KPLC-P7,Kakuzi Plc,Kapchorua Tea Kenya Plc,Kenya Airways Plc,Kenya Electricity Generating Company Plc,Kenya Power and Lighting Company Plc,Kenya Re-Insurance Corporation Ltd,Kurwitu Ventures Ltd,Laptrust Imara Income-REIT,Liberty Kenya Holdings Ltd,Limuru Tea Plc,Longhorn Publishers Plc,Mumias Sugar Company Ltd,NCBA Group Plc,NSE 10-Share Index,NSE 20-Share Index,NSE 25-Share Index,NSE All-Share Index,NSE Banking Sector Index,NSE Bonds Index,Nairobi Business Ventures Ltd,Nairobi Securities Exchange Plc,Nation Media Group Plc,Olympia Capital Holdings Ltd,Safaricom Plc,Sameer Africa Plc,Sanlam Kenya Plc,Sasini Plc,Satrix MSCI World Feeder ETF,Shri Krishana Overseas Plc,Stanbic Holdings Plc,Standard Chartered Bank Kenya Ltd,Standard Group Plc,TPS Eastern Africa (Serena) Ltd,TotalEnergies Marketing Kenya Plc,Trans-Century Plc,Uchumi Supermarket Plc,Umeme Ltd,Unga Group Ltd,WPP ScanGroup Plc,Williamson Tea Kenya Plc,Zamara Kenya Equity Index (KES),Zamara Kenya Equity Index (USD)
2025-04-09,17.0,3555.0,5.55,51.0,33.2,78.0,47.2,6.52,365.75,2.96,22.0,19.55,12.25,15.35,35.0,0.45,67.75,12.65,180.0,2.2,38.0,42.55,1.13,3.5,1.16,6.34,0.7,4.66,30.05,200.0,35.3,4.0,6.0,411.0,225.0,4.85,4.69,6.02,1.6,1500.0,20.0,11.7,320.0,2.78,0.27,51.5,1250.85,2119.14,3314.15,123.6,,1172.62,1.9,7.1,13.8,3.5,17.25,3.31,8.82,15.2,,,163.5,294.5,6.1,14.95,22.0,1.37,0.39,15.65,24.25,3.08,217.0,2424.57,1610.77
2025-04-10,16.85,3555.0,5.55,51.0,32.7,78.0,47.2,6.54,369.75,2.96,22.0,19.05,12.1,15.65,35.0,0.45,69.5,11.5,179.75,2.17,38.0,44.1,1.11,3.8,1.19,6.52,0.71,4.66,32.4,200.0,37.55,4.0,6.0,440.0,225.0,4.75,4.61,5.96,1.62,1500.0,20.0,10.65,320.0,2.78,0.27,53.25,1277.04,2138.65,3387.48,125.76,,1172.56,1.9,7.06,13.3,3.46,17.55,3.17,9.5,15.5,,,165.0,296.5,5.92,14.85,22.95,1.36,0.38,15.65,25.75,3.2,225.0,2478.66,1647.98
2025-04-11,17.05,3555.0,5.55,51.0,33.0,78.0,47.2,6.8,369.75,2.95,22.0,18.9,12.65,16.0,35.0,0.45,70.25,11.5,180.25,2.11,38.0,44.6,1.11,3.56,1.15,6.12,0.73,4.66,32.25,203.25,38.3,4.0,6.0,440.0,216.0,4.77,4.78,6.0,1.62,1500.0,20.0,11.45,320.0,3.0,0.27,53.75,1291.33,2166.25,3420.07,126.78,,1172.59,1.98,7.04,13.75,3.17,17.65,3.03,10.35,15.55,,,165.75,299.0,5.9,15.0,22.6,1.35,0.39,15.65,23.2,2.99,215.25,2502.76,1661.43
2025-04-14,17.4,3555.0,5.55,51.0,33.0,79.5,47.2,6.56,368.75,2.98,22.0,19.1,12.05,16.0,35.0,0.45,71.25,12.0,179.75,2.0,39.0,45.05,1.12,3.23,1.16,6.18,0.75,4.66,32.45,200.0,39.6,4.0,6.0,440.0,216.0,4.71,4.95,6.42,1.65,1500.0,20.0,11.25,320.0,2.73,0.27,53.5,1301.03,2179.96,3450.99,127.62,,1175.73,2.0,7.08,13.35,3.46,17.7,3.01,10.3,15.3,,,173.5,299.25,5.46,15.0,22.0,1.34,0.38,15.65,24.0,3.03,215.0,2529.95,1680.13
2025-04-15,17.55,3555.0,5.55,51.0,33.0,79.5,47.2,6.54,372.25,2.98,22.0,19.2,12.4,16.0,33.95,0.45,72.75,12.45,179.0,2.08,39.0,44.55,1.1,2.94,1.2,6.18,0.76,4.66,32.75,210.0,38.0,4.0,6.0,411.0,220.0,4.63,4.99,6.36,1.64,1500.0,20.0,12.0,320.0,2.59,0.27,54.25,1291.7,2183.22,3444.74,127.01,,1177.02,1.98,7.1,13.4,3.49,17.5,3.02,10.15,15.65,,,179.5,299.5,5.88,15.0,22.1,1.34,0.38,15.65,21.7,3.33,215.0,2500.05,1659.63
2025-04-16,17.5,3555.0,5.55,51.0,32.0,80.0,47.2,6.98,370.75,2.99,20.35,19.7,12.05,16.0,34.0,0.45,72.0,12.45,178.0,2.25,39.0,44.1,1.09,3.2,1.19,6.42,0.76,4.66,32.3,201.0,38.3,4.0,6.0,411.0,215.0,4.35,4.99,6.3,1.64,1500.0,20.0,11.6,320.0,2.51,0.27,52.5,1282.17,2170.1,3414.52,126.02,,1177.66,2.03,7.14,13.05,3.49,17.35,3.32,10.3,15.65,,,175.0,300.0,5.62,14.45,22.1,1.34,0.38,15.65,21.7,3.08,215.0,2492.37,1654.53
2025-04-17,17.3,3555.0,5.55,51.0,33.0,80.0,47.2,6.8,370.25,2.99,20.55,19.55,12.0,15.95,34.15,0.45,73.5,12.45,170.0,2.26,39.0,44.6,1.1,3.2,1.19,6.2,0.77,4.66,29.95,200.0,38.25,4.0,6.0,411.0,215.0,4.31,4.89,6.16,1.61,1500.0,20.0,11.8,320.0,2.74,0.27,54.0,1275.72,2151.08,3387.61,125.33,,1175.18,1.99,7.14,13.0,3.3,17.3,3.43,10.2,15.5,,,173.25,300.25,5.72,15.0,22.2,1.33,0.37,15.65,22.4,3.03,220.0,2473.14,1641.77
2025-04-22,17.4,3555.0,5.55,51.0,32.3,80.0,47.2,6.72,370.0,3.07,21.9,19.55,11.6,15.95,34.9,0.45,73.5,12.45,170.0,2.08,40.95,44.75,1.09,3.14,1.18,6.2,0.72,4.66,30.0,200.0,40.55,4.0,6.0,440.0,215.0,4.33,4.9,6.18,1.63,1500.0,20.0,11.95,320.0,2.74,0.27,53.75,1284.77,2163.49,3415.83,126.03,,,1.92,7.2,13.5,3.22,17.3,3.09,9.62,15.55,,,179.25,301.0,5.9,15.0,22.2,1.34,0.36,15.65,21.7,2.95,216.5,2509.43,1665.22
2025-04-23,17.5,3555.0,5.55,51.0,33.0,85.0,47.2,6.8,369.5,2.91,21.75,19.55,11.5,16.0,34.9,0.45,74.5,12.45,168.0,2.06,38.95,45.7,1.08,3.14,1.18,6.2,0.76,4.66,30.0,200.0,39.35,4.0,6.0,440.0,215.0,4.34,4.91,6.04,1.6,1500.0,20.0,11.9,320.0,2.83,0.27,53.75,1286.26,2149.76,3417.25,126.18,,1174.93,1.91,7.12,12.9,3.4,17.4,3.1,9.08,15.7,,,178.5,300.5,6.16,15.0,22.0,1.37,0.34,15.65,21.75,2.88,215.5,2504.99,1666.76
2025-04-24,18.0,4000.0,5.55,51.0,31.75,88.0,47.2,6.66,371.0,2.97,19.8,19.55,11.85,16.0,34.9,0.45,74.5,12.45,174.25,1.96,38.95,45.65,1.06,3.0,1.18,6.2,0.74,4.66,29.55,191.0,38.5,4.0,6.0,440.0,215.0,4.22,4.79,6.22,1.58,1500.0,20.0,11.65,320.0,2.95,0.27,54.25,1294.29,2151.86,3428.22,126.14,,,1.9,7.12,12.95,3.25,17.35,3.09,8.72,15.45,,,178.0,300.0,6.12,15.0,22.05,1.32,0.35,15.65,22.0,2.94,216.25,2504.67,1667.2
2025-04-25,18.5,4000.0,5.55,51.0,31.65,88.0,47.2,6.94,371.0,2.9,19.8,19.6,11.25,16.0,34.9,0.45,75.0,12.0,170.75,2.01,38.95,45.45,1.07,3.11,1.27,6.2,0.73,4.66,30.25,191.0,38.5,4.0,6.0,440.0,209.25,4.3,4.94,6.28,1.6,1500.0,20.0,11.5,320.0,2.97,0.27,54.0,1290.14,2151.5,3421.61,125.8,,1177.89,1.88,7.1,12.7,3.12,17.2,3.03,8.96,15.45,,,175.75,300.25,6.4,14.25,22.0,1.3,0.35,15.65,22.0,2.75,220.0,2498.07,1662.81
2025-04-28,18.6,4000.0,5.55,51.0,32.05,88.0,47.2,6.92,370.0,2.82,19.8,19.2,11.7,16.0,34.9,0.45,75.5,12.0,170.25,1.98,38.95,45.0,1.07,3.19,1.15,6.1,0.74,4.66,30.45,199.75,38.45,4.0,6.0,440.0,209.25,4.38,4.9,6.36,1.56,1500.0,20.0,11.7,320.0,3.0,0.27,54.75,1287.81,2146.45,3416.03,125.53,,1175.39,1.96,7.1,12.3,3.12,17.1,3.02,8.2,15.5,,,172.0,301.25,6.2,15.0,22.0,1.29,0.32,15.65,20.3,2.93,220.0,2487.56,1657.09
2025-04-29,18.7,3925.0,5.55,51.0,32.0,88.0,47.2,6.78,370.25,2.85,19.8,19.55,11.05,14.65,35.05,0.45,75.5,12.0,174.0,2.0,38.95,44.9,1.04,3.19,1.15,6.1,0.8,4.66,31.1,200.0,38.25,4.0,6.0,440.0,206.25,4.33,4.9,6.12,1.59,1500.0,20.0,11.9,320.0,2.76,0.27,54.0,1281.2,2129.51,3408.28,125.6,,1174.84,1.99,7.2,12.0,3.37,17.3,3.02,8.0,15.55,,,173.25,300.0,6.3,15.0,21.95,1.29,0.34,15.65,21.0,2.81,210.0,2497.84,1663.94
2025-04-30,18.15,3925.0,5.55,51.0,31.7,80.0,47.2,6.76,370.25,2.92,19.8,19.45,11.9,14.4,35.55,0.45,74.25,12.0,174.0,2.01,38.95,45.7,1.04,3.08,1.12,6.06,0.73,4.66,30.1,200.0,38.45,4.0,6.0,440.0,206.75,4.23,4.89,6.42,1.58,1500.0,20.0,11.7,320.0,2.53,0.27,54.0,1284.67,2135.51,3412.63,126.08,,1163.26,1.92,7.1,11.6,3.56,17.55,3.18,7.2,15.4,,,174.5,300.0,6.18,15.0,22.35,1.29,0.34,15.65,21.0,2.92,219.25,2509.25,1669.6
2025-05-02,17.2,3925.0,5.55,51.0,31.5,80.0,47.2,6.56,372.5,2.94,19.8,19.35,11.3,14.4,36.9,0.45,72.75,12.75,171.75,2.02,38.95,46.05,0.98,3.0,1.16,6.2,0.75,4.66,30.3,200.0,38.55,4.0,6.0,411.0,209.5,4.16,4.9,6.28,1.62,1500.0,20.0,11.4,320.0,2.66,0.27,49.45,1273.62,2106.31,3378.62,125.6,,1149.59,2.0,7.14,11.75,3.7,18.0,3.1,7.38,15.4,,,174.5,270.0,6.26,14.0,22.85,1.26,0.32,15.65,22.4,2.86,210.25,2533.93,1687.98
2025-05-05,16.45,3925.0,5.55,51.0,31.5,80.0,47.2,6.74,370.75,2.82,20.0,19.45,11.7,14.1,36.9,0.45,72.5,12.75,170.25,2.02,38.0,46.4,0.91,3.0,1.07,6.2,0.72,4.66,30.55,195.0,38.4,4.0,6.0,411.0,210.0,4.17,4.89,6.3,1.62,1500.0,20.0,11.75,320.0,2.66,0.27,49.05,1268.27,2099.56,3365.95,125.76,,1144.86,1.91,7.1,11.6,3.83,18.25,3.21,7.44,15.25,,,172.25,270.5,6.06,14.0,22.75,1.21,0.31,15.65,22.4,2.84,210.25,2528.84,1684.59
2025-05-06,16.35,3925.0,5.55,51.0,33.0,80.0,47.2,6.58,369.5,2.87,21.5,19.45,11.2,13.95,36.6,0.45,71.75,12.75,171.5,1.9,38.0,46.5,0.83,3.0,1.15,5.9,0.74,4.66,30.6,200.0,38.5,4.0,6.0,411.0,202.5,4.11,4.88,6.2,1.62,1500.0,20.0,11.45,320.0,2.5,0.27,49.05,1269.66,2099.22,3365.92,125.94,,1140.96,1.98,7.18,12.0,3.87,18.35,3.13,7.02,15.05,,,170.25,269.75,5.62,14.0,22.2,1.26,0.31,15.65,23.45,2.71,215.0,2531.6,1687.74
2025-05-07,16.45,3925.0,5.55,51.0,32.85,80.0,47.2,6.56,370.25,2.81,21.5,19.3,11.1,14.1,35.95,0.45,71.5,12.0,171.0,2.07,38.0,47.75,0.75,3.0,1.2,5.84,0.71,4.66,30.3,204.0,38.55,4.0,6.0,411.0,200.0,4.17,4.86,6.22,1.68,1500.0,20.0,11.4,320.0,2.4,0.27,49.1,,,,,,1149.05,2.02,7.2,10.95,3.87,18.3,3.1,6.5,14.5,,,169.0,269.75,5.62,14.15,21.55,1.27,0.3,15.65,23.5,2.69,215.0,2546.15,1696.12
2025-05-08,16.55,3925.0,5.55,51.0,31.5,76.0,47.2,6.4,370.0,2.81,20.35,19.25,11.15,14.1,36.45,0.45,71.5,12.75,170.75,1.92,38.95,47.85,0.82,3.0,1.2,5.8,0.68,4.66,30.05,204.0,38.5,4.0,6.0,411.0,200.0,4.09,4.82,6.58,1.78,1500.0,20.0,11.4,320.0,2.4,0.27,49.0,1279.65,2092.84,3382.67,126.13,,1141.08,1.93,7.1,10.6,3.5,18.35,3.1,6.52,14.5,,,169.75,268.5,5.2,15.3,21.55,1.21,0.28,15.65,21.15,2.72,215.0,2547.85,1697.25
2025-05-09,16.65,3925.0,5.55,51.0,33.0,76.0,47.2,6.72,370.25,2.87,20.45,19.25,11.0,14.25,36.45,0.45,71.0,12.0,174.25,1.97,40.0,47.4,0.9,3.0,1.2,5.6,0.66,4.66,30.0,205.0,38.5,4.0,6.0,440.0,200.0,4.14,4.88,6.88,1.78,1500.0,20.0,11.45,320.0,2.4,0.27,49.0,1285.49,2109.29,3395.77,126.87,,1147.3,1.86,7.28,10.25,3.5,18.5,3.1,5.88,14.05,,,169.5,267.75,5.2,15.3,22.0,1.24,0.29,15.65,21.15,2.73,215.0,2555.28,1702.2
2025-05-12,16.9,3925.0,5.55,51.0,33.0,76.0,47.2,6.34,370.0,2.83,20.45,19.3,11.8,14.2,35.65,0.45,71.5,13.0,175.0,1.9,40.0,47.45,0.91,3.0,1.21,5.4,0.63,4.66,30.0,205.0,38.45,4.0,6.0,440.0,200.0,4.18,4.86,7.16,1.81,1500.0,20.0,11.45,320.0,2.4,0.27,49.4,1291.17,2121.98,3407.98,127.22,,1151.01,1.78,7.34,10.7,3.79,18.6,3.05,5.64,14.0,,,170.0,266.5,5.2,14.0,22.25,1.25,0.29,15.65,19.05,2.66,215.0,2560.38,1705.6
2025-05-13,16.75,3925.0,5.55,51.0,33.05,80.0,56.5,6.5,370.0,2.8,21.5,19.45,11.15,14.3,35.25,0.45,71.25,13.0,178.25,1.92,40.0,47.45,0.94,3.0,1.14,5.8,0.65,4.66,30.15,206.0,39.9,4.0,6.0,439.0,200.0,4.19,4.91,6.98,1.78,1500.0,20.0,11.4,320.0,2.64,0.27,48.8,1304.84,2126.84,3436.76,128.82,,1142.77,1.89,7.28,11.3,3.79,19.05,3.32,6.12,14.0,,,169.75,265.25,5.5,15.4,21.8,1.23,0.31,15.65,19.05,2.67,215.0,2597.06,1730.03
2025-05-14,16.95,3925.0,5.55,51.0,34.5,88.0,54.0,6.14,371.5,2.82,20.15,19.3,11.1,15.05,35.25,0.45,71.0,12.6,190.75,1.95,40.0,48.1,0.95,3.0,1.18,5.98,0.63,4.66,30.75,206.0,40.9,4.0,6.0,439.0,200.0,4.22,4.97,6.96,1.8,1500.0,20.0,11.5,320.0,2.64,0.27,49.5,1342.38,2154.27,3513.32,131.35,,1144.05,1.97,7.34,12.1,3.79,19.45,3.32,6.36,13.95,,,169.75,264.25,5.5,15.1,22.55,1.26,0.33,15.65,19.05,2.63,211.75,2659.4,1771.56
2025-05-15,17.1,3925.0,5.55,51.0,34.4,88.0,54.0,6.74,372.75,2.81,21.05,19.35,11.85,15.1,35.35,0.45,72.0,12.25,192.0,1.96,40.0,48.1,0.9,2.85,1.21,6.26,0.62,4.66,31.7,206.0,42.6,4.0,6.0,439.0,200.0,4.36,4.88,6.96,1.7,1500.0,20.0,11.5,320.0,2.64,0.27,50.75,1361.2,2182.6,3563.46,133.36,,1146.75,1.84,7.42,12.65,3.63,19.9,3.11,6.8,13.95,,,169.75,264.0,5.9,14.55,22.55,1.27,0.33,15.65,19.05,2.51,212.0,2698.0,1797.28
2025-05-16,17.1,3925.0,5.55,56.0,34.5,80.0,54.0,6.62,395.25,2.69,22.0,19.3,12.0,15.5,37.0,0.45,73.0,11.35,192.0,2.04,40.0,48.6,0.88,3.0,1.22,6.34,0.63,4.66,31.9,206.0,42.85,4.0,6.0,439.0,200.0,4.6,4.87,7.14,1.74,1500.0,20.0,11.5,320.0,2.86,0.27,51.0,1369.91,2195.93,3587.3,134.27,,1147.25,1.76,7.46,12.45,3.8,19.95,3.3,7.46,13.85,,,169.75,270.0,5.98,14.3,22.9,1.27,0.31,15.65,19.3,2.54,201.0,2721.19,1812.72
2025-05-19,17.5,3925.0,5.55,56.0,34.55,80.5,54.0,6.74,394.75,2.71,22.0,19.35,12.15,16.45,40.55,0.45,77.0,11.35,188.75,2.22,39.0,48.7,0.84,3.0,1.17,6.02,0.59,4.66,32.55,209.0,42.8,4.0,6.0,396.0,200.0,4.63,4.97,7.06,1.75,1500.0,20.0,11.5,320.0,2.64,0.27,50.25,1376.54,2200.81,3588.73,134.51,,1149.6,1.81,7.44,12.3,4.01,19.95,3.26,7.22,13.95,,,155.0,276.25,6.02,14.7,23.0,1.29,0.31,15.65,21.2,2.56,215.0,2737.66,1824.4
2025-05-20,17.6,3910.0,5.55,56.0,34.8,80.5,54.0,7.1,391.25,2.77,22.0,19.4,12.1,16.45,40.25,0.45,76.5,11.35,190.0,2.12,39.0,48.9,0.85,2.99,1.16,6.22,0.57,4.66,32.85,220.0,42.7,4.0,6.0,396.0,200.0,4.5,4.89,7.18,1.72,1500.0,20.0,10.75,320.0,2.66,0.27,51.0,1376.97,2201.2,3592.08,134.02,,1147.5,1.95,7.24,11.65,3.74,19.7,3.03,7.1,13.95,,,153.75,273.25,6.02,15.45,22.8,1.27,0.31,15.65,21.2,2.56,215.0,2730.23,1819.45
2025-05-21,17.65,3910.0,5.55,56.0,34.75,80.5,54.0,7.26,395.5,2.75,21.5,19.35,12.1,16.05,40.45,0.45,76.75,12.45,192.0,2.17,39.0,48.75,0.9,2.8,1.19,6.76,0.56,4.66,33.5,220.0,42.2,4.0,6.0,396.0,203.75,4.43,4.88,7.24,1.72,1500.0,20.0,11.7,320.0,2.85,0.27,51.0,1375.93,2202.88,3591.7,134.27,,1147.73,1.95,7.38,11.85,3.85,19.85,3.0,7.4,13.95,,,150.75,269.5,6.02,15.4,22.7,1.24,0.29,15.65,20.0,2.76,208.0,2722.46,1814.27
2025-05-22,17.65,3910.0,5.55,56.0,34.75,86.5,47.2,7.2,395.75,2.72,22.0,19.3,11.6,15.85,37.35,0.45,76.25,12.45,187.5,2.07,39.0,48.5,0.92,2.85,1.19,6.18,0.53,4.66,33.85,223.25,41.65,4.0,6.0,396.0,200.0,4.46,4.93,7.24,1.7,1500.0,20.0,11.75,320.0,2.64,0.27,52.0,1367.45,2190.0,3577.97,133.84,,1150.09,1.87,7.0,11.4,3.85,19.85,2.72,7.18,14.0,,,151.75,270.0,6.3,14.55,22.55,1.23,0.29,15.65,21.2,2.71,200.25,2704.47,1802.28
2025-05-23,17.75,3910.0,5.55,56.0,35.0,86.75,47.2,7.32,399.25,2.7,21.5,19.2,11.5,15.7,37.35,0.45,76.5,12.45,189.75,2.1,39.0,48.45,0.9,3.01,1.17,6.34,0.52,4.66,34.5,224.75,40.8,4.0,6.0,365.0,200.0,4.47,4.92,7.2,1.7,1500.0,20.0,11.8,320.0,2.68,0.27,52.0,1366.9,2189.83,3577.98,133.91,,1148.58,1.95,7.14,11.45,3.85,19.9,2.8,7.0,14.0,,,148.75,269.25,6.3,15.5,23.2,1.24,0.28,15.65,21.2,2.61,200.25,2695.42,1795.56
2025-05-26,17.9,3910.0,5.55,56.0,33.5,87.5,47.2,6.98,354.0,2.71,21.35,19.1,11.45,15.55,38.0,0.45,68.75,12.0,191.5,2.01,36.0,44.0,0.88,3.3,1.17,6.48,0.51,4.66,34.0,228.25,40.8,4.0,6.0,365.0,200.5,4.39,4.95,7.26,1.7,1500.0,20.0,11.5,320.0,2.61,0.27,53.75,1346.17,2161.38,3523.35,132.37,,1148.6,1.83,7.08,11.4,3.85,19.85,3.08,6.44,13.95,,,151.0,268.75,5.68,14.15,23.35,1.21,0.28,15.65,20.05,2.62,200.75,2695.48,1796.29
2025-05-27,17.9,3910.0,5.55,56.0,35.45,87.0,47.2,7.02,349.5,2.74,21.85,19.25,11.2,15.55,37.35,0.45,70.0,12.0,185.0,1.89,34.7,43.55,0.88,3.3,1.17,6.88,0.55,4.66,33.8,233.25,41.35,4.0,6.0,365.0,200.5,4.5,4.91,7.36,1.71,1500.0,20.0,11.45,320.0,2.83,0.27,54.25,1341.1,2164.88,3515.61,132.71,,1148.95,1.83,7.22,11.4,3.7,20.0,3.06,6.18,14.0,,,150.75,270.0,5.68,15.5,23.4,1.27,0.29,15.65,20.05,2.63,201.0,2690.79,1793.17
2025-05-28,18.0,3910.0,5.55,56.0,35.0,83.75,47.2,7.0,349.25,2.72,22.0,19.3,11.6,15.5,37.35,0.45,72.0,12.0,180.0,1.72,32.55,43.55,0.9,3.01,1.21,6.72,0.56,4.66,34.0,231.25,41.85,4.0,6.0,365.0,205.0,4.52,4.91,7.58,1.75,1500.0,20.0,11.35,320.0,2.84,0.27,54.0,1346.65,2174.41,3531.47,134.12,,1151.82,1.83,7.14,11.45,3.83,20.6,3.29,6.4,14.0,,,151.0,270.0,6.2,14.3,23.1,1.22,0.3,15.65,20.05,2.67,205.25,2707.84,1803.83
2025-05-29,18.0,3910.0,5.55,56.0,35.0,90.0,47.2,6.98,347.25,2.72,22.0,19.25,11.8,15.5,38.7,0.45,72.0,12.0,183.0,1.62,30.0,43.4,0.89,3.11,1.17,6.72,0.58,4.66,34.0,228.0,42.25,4.0,6.0,365.0,205.0,4.5,4.93,7.66,1.76,1500.0,20.0,11.15,320.0,2.84,0.27,54.25,1352.26,2180.26,3541.69,134.45,,1151.22,1.9,7.36,11.45,3.83,20.65,3.21,6.84,13.65,,,151.0,268.75,6.2,14.1,23.0,1.29,0.28,15.65,22.0,2.66,205.0,2716.87,1809.84
2025-05-30,18.3,3910.0,5.55,56.0,35.0,83.5,47.2,6.7,346.75,2.71,22.0,19.5,11.8,15.5,40.0,0.45,72.0,12.0,179.5,1.49,28.0,43.05,0.86,3.11,1.18,6.64,0.62,4.66,34.0,227.0,42.1,4.0,6.0,365.0,204.75,4.54,4.95,7.84,1.85,1500.0,20.0,11.55,320.0,2.56,0.27,54.5,1348.15,2183.46,3535.41,134.21,,,1.91,6.92,11.45,3.83,20.6,3.01,7.04,13.75,,,152.75,268.5,6.24,14.1,24.35,1.22,0.26,15.65,22.0,2.68,200.5,2707.56,1804.34
2025-06-03,18.2,3910.0,5.55,56.0,35.35,80.75,47.2,6.7,346.75,2.76,20.4,19.15,11.6,15.45,41.4,0.45,72.0,12.45,174.0,1.6,28.2,42.5,0.9,2.9,1.17,6.82,0.59,4.66,34.0,219.75,43.4,4.0,6.0,365.0,221.75,4.5,5.0,8.02,1.83,1500.0,20.0,11.1,320.0,2.56,0.27,55.0,1340.72,2180.68,3518.92,133.71,,1155.58,1.95,7.5,11.05,3.49,20.45,3.07,7.38,14.0,,,152.5,268.25,6.14,14.7,23.05,1.24,0.25,15.65,22.0,2.66,205.5,2704.33,1801.49
2025-06-04,18.1,3910.0,5.55,56.0,35.75,83.5,47.2,6.98,347.75,2.71,20.5,19.05,11.4,15.45,42.6,0.45,72.0,12.45,180.0,1.76,29.65,44.05,0.88,2.9,1.17,6.52,0.62,4.66,34.0,219.0,43.0,4.0,6.0,365.0,220.0,4.59,5.0,8.52,1.85,1500.0,20.0,10.5,320.0,2.42,0.27,54.75,1360.18,2193.05,3558.42,135.36,,1153.05,1.95,7.66,11.3,3.49,20.85,3.17,7.3,14.0,,,152.0,268.5,5.78,14.1,22.4,1.19,0.23,15.65,22.85,2.65,205.5,2737.57,1823.64
2025-06-05,18.15,3910.0,5.55,56.0,36.2,84.0,47.2,6.96,347.5,2.73,22.0,19.3,11.3,15.5,43.2,0.45,72.0,12.45,179.75,1.82,30.5,44.95,0.89,2.91,1.2,6.94,0.67,4.66,33.95,225.0,43.35,4.0,6.0,365.0,220.0,4.53,5.0,8.94,1.86,1500.0,20.0,11.4,320.0,2.42,0.27,54.75,1371.42,2212.08,3586.53,135.43,,1155.3,1.89,7.86,11.4,3.29,21.05,3.38,6.62,14.85,,,153.0,269.0,5.78,14.45,23.35,1.17,0.25,15.65,22.8,2.78,205.5,2760.24,1838.74
2025-06-09,18.3,3910.0,5.55,56.0,34.0,85.5,47.2,7.02,347.5,2.86,22.0,19.75,11.45,15.45,43.95,0.45,72.0,12.45,180.0,1.81,32.5,44.35,0.88,2.92,1.18,6.54,0.67,4.66,34.0,223.0,43.2,4.0,6.0,365.0,220.0,4.59,5.0,8.72,1.86,1500.0,20.0,10.85,320.0,2.42,0.27,54.0,1371.39,2203.31,3583.34,136.74,,1159.89,1.83,7.76,11.1,3.29,21.3,3.65,6.4,15.2,,,155.0,268.25,5.78,14.05,23.95,1.16,0.25,15.65,22.0,2.69,205.0,2760.6,1839.69
2025-06-10,18.35,3910.0,5.55,56.0,32.05,85.5,47.2,7.06,348.5,2.83,20.45,20.0,11.7,15.6,43.95,0.45,72.0,12.45,186.25,1.9,35.35,44.65,0.85,2.95,1.19,6.48,0.71,4.66,34.0,209.25,43.25,4.0,6.0,365.0,220.0,4.85,5.0,8.3,1.86,1500.0,20.0,10.55,320.0,2.66,0.27,53.75,1402.54,2210.04,3650.54,140.6,,1159.73,1.84,8.02,11.15,3.6,22.6,3.71,6.36,15.3,,,162.5,269.0,6.14,14.1,23.75,1.18,0.25,15.65,22.0,2.57,205.0,2820.41,1879.54
2025-06-11,18.5,3910.0,5.55,56.0,34.9,87.0,47.2,7.34,349.0,2.71,22.0,20.15,12.05,15.95,46.55,0.45,72.0,12.45,180.5,1.9,36.05,45.45,0.85,2.95,1.2,6.66,0.72,4.66,34.0,220.0,43.5,4.0,6.0,365.0,220.0,4.83,5.16,8.22,1.83,1500.0,20.0,10.5,320.0,2.7,0.27,54.25,1426.01,2235.97,3708.45,144.37,,1166.2,1.8,8.08,11.7,3.7,23.85,3.5,6.38,15.1,,,163.0,269.0,6.14,15.5,24.55,1.17,0.26,15.65,22.0,2.68,205.75,2868.59,1911.65
2025-06-12,18.75,3910.0,5.55,56.0,34.9,88.0,47.2,7.48,348.75,2.85,21.9,20.05,11.95,16.15,46.55,0.45,72.5,12.45,181.25,1.85,39.0,46.0,0.88,2.94,1.18,6.72,0.71,4.66,33.9,211.25,44.3,4.1,6.0,400.0,213.25,4.82,5.42,8.38,1.83,1500.0,20.0,11.25,320.0,2.56,0.27,55.0,1453.83,2264.63,3767.0,147.83,,1167.83,1.95,8.02,11.95,3.5,24.9,3.8,6.36,15.15,,,161.75,270.0,6.14,15.5,24.35,1.17,0.26,15.65,22.0,2.52,207.0,2925.67,1949.69
